,cluster,duplicate_num,unique_num
1527,YEL073C,963,49
5256,YOR126C,963,49
1658,YER128W,963,49
4077,YLR439W,963,49
4273,YMR040W,963,49
5562,YPL038W,963,49
4275,YMR042W,963,49
5409,YOR280C,963,49
167,YBL073W,963,49
3488,YKR020W,963,49
1642,YER112W,963,49
4015,YLR376C,962,50
1638,YER107C,962,50
2231,YGR131W,962,50
2758,YIL098C,962,50
2503,YHR060W,962,50
228,YBR022W,962,50
3494,YKR026C,962,50
1650,YER120W,962,50
5631,YPL107W,962,50
2492,YHR049W,962,50
4346,YMR117C,962,50
1409,YDR500C,962,50
2318,YGR220C,962,50
5252,YOR122C,962,50
5763,YPL239W,962,50
1668,YER139C,962,50
1032,YDR121W,962,50
380,YBR176W,962,50
3193,YJR108W,962,50
2570,YHR127W,962,50
4155,YML055W,962,50
5720,YPL196W,962,50
2573,YHR130C,962,50
593,YCR027C,962,50
5683,YPL159C,962,50
4660,YNL109W,962,50
1848,YGL010W,962,50
4050,YLR412W,962,50
3994,YLR355C,962,50
1916,YGL079W,962,50
3789,YLR150W,962,50
3248,YKL002W,962,50
5115,YOL149W,962,50
4455,YMR226C,962,50
2720,YIL058W,962,50
4388,YMR159C,962,50
1398,YDR489W,962,50
1294,YDR384C,962,50
5869,YPR064W,962,50
2753,YIL093C,962,50
3597,YLL025W,961,51
4702,YNL151C,961,51
2388,YGR291C,961,51
5424,YOR295W,961,51
2404,YHL011C,961,51
5351,YOR221C,961,51
4417,YMR188C,961,51
4052,YLR414C,961,51
5,YAL007C,961,51
4192,YML092C,961,51
3904,YLR265C,961,51
331,YBR127C,961,51
4861,YNL310C,961,51
320,YBR116C,961,51
1435,YDR526C,961,51
4462,YMR233W,961,51
3894,YLR255C,961,51
5902,YPR098C,961,51
4751,YNL200C,961,51
576,YCR010C,961,51
5656,YPL132W,961,51
5155,YOR024W,961,51
611,YCR046C,961,51
2145,YGR045C,961,51
405,YBR201W,961,51
482,YBR278W,961,51
533,YCL035C,961,51
5940,YPR136C,961,51
3181,YJR096W,961,51
3751,YLR112W,961,51
1112,YDR202C,961,51
4083,YLR445W,961,51
3041,YJL175W,961,51
5170,YOR039W,961,51
5770,YPL246C,961,51
2237,YGR137W,961,51
1705,YER177W,961,51
1955,YGL118C,960,52
3660,YLR021W,960,52
5655,YPL131W,960,52
3084,YJL218W,960,52
5648,YPL124W,960,52
3989,YLR350W,960,52
586,YCR020C,960,52
3008,YJL142C,960,52
3197,YJR112W,960,52
5660,YPL136W,960,52
1541,YER010C,960,52
2896,YJL027C,960,52
3287,YKL041W,960,52
4351,YMR122C,960,52
3048,YJL182C,960,52
5863,YPR058W,960,52
2610,YHR167W,960,52
4786,YNL235C,960,52
4221,YML121W,960,52
4735,YNL184C,960,52
4671,YNL120C,960,52
2773,YIL113W,960,52
455,YBR251W,960,52
2366,YGR268C,960,52
1858,YGL020C,960,52
2133,YGR033C,960,52
4482,YMR255W,960,52
5143,YOR012W,960,52
5716,YPL192C,960,52
3077,YJL211C,960,52
1073,YDR163W,960,52
710,YDL047W,960,52
231,YBR025C,959,53
596,YCR031C,959,53
588,YCR022C,959,53
1543,YER012W,959,53
511,YCL007C,959,53
4885,YNL334C,959,53
2624,YHR181W,959,53
3874,YLR235C,959,53
3881,YLR242C,959,53
1206,YDR296W,959,53
671,YDL007W,959,53
2220,YGR120C,959,53
4710,YNL159C,959,53
5842,YPR037C,959,53
2931,YJL063C,959,53
4412,YMR183C,959,53
2233,YGR133W,959,53
1856,YGL018C,959,53
1853,YGL015C,959,53
5135,YOR004W,959,53
465,YBR261C,959,53
47,YAL049C,959,53
1067,YDR157W,959,53
3156,YJR070C,959,53
3006,YJL140W,959,53
5504,YOR375C,959,53
2235,YGR135W,959,53
3027,YJL161W,959,53
1926,YGL089C,959,53
138,YBL044W,959,53
4907,YNR017W,959,53
2456,YHR013C,959,53
2424,YHL031C,959,53
5724,YPL200W,959,53
3182,YJR097W,959,53
106,YBL012C,959,53
2719,YIL057C,959,53
3855,YLR216C,959,53
2370,YGR273C,959,53
2357,YGR259C,959,53
1698,YER170W,959,53
4328,YMR099C,959,53
880,YDL217C,959,53
4061,YLR423C,958,54
1449,YDR540C,958,54
1277,YDR367W,958,54
2746,YIL086C,958,54
5611,YPL087W,958,54
3255,YKL009W,958,54
3010,YJL144W,958,54
814,YDL151C,958,54
5418,YOR289W,958,54
2272,YGR172C,958,54
4608,YNL056W,958,54
3690,YLR051C,958,54
1566,YER035W,958,54
1737,YFL020C,958,54
4817,YNL266W,958,54
1734,YFL017C,958,54
2127,YGR027C,958,54
989,YDR078C,958,54
4451,YMR222C,958,54
3946,YLR307W,958,54
1185,YDR275W,958,54
5100,YOL134C,958,54
5911,YPR107C,958,54
1194,YDR284C,958,54
2531,YHR088W,958,54
2683,YIL021W,958,54
4556,YNL003C,958,54
5084,YOL118C,958,54
3834,YLR195C,958,54
1875,YGL037C,958,54
3153,YJR067C,958,54
3449,YKL206C,958,54
4235,YMR002W,958,54
5673,YPL149W,958,54
5917,YPR113W,957,55
1952,YGL115W,957,55
3840,YLR201C,957,55
1785,YFR003C,957,55
1400,YDR491C,957,55
4085,YLR447C,957,55
1478,YEL024W,957,55
2059,YGL222C,957,55
4045,YLR407W,957,55
863,YDL200C,957,55
222,YBR016W,957,55
3123,YJR037W,957,55
3896,YLR257W,957,55
4413,YMR184W,957,55
716,YDL053C,957,55
1560,YER029C,957,55
614,YCR049C,957,55
1237,YDR327W,957,55
5659,YPL135W,957,55
786,YDL123W,957,55
2643,YHR200W,957,55
2628,YHR185C,957,55
3187,YJR102C,957,55
3965,YLR326W,957,55
1208,YDR298C,957,55
5263,YOR133W,957,55
3144,YJR058C,957,55
1412,YDR503C,957,55
5487,YOR358W,957,55
876,YDL213C,957,55
1177,YDR267C,957,55
3572,YKR104W,957,55
1170,YDR260C,957,55
3602,YLL030C,957,55
2845,YIR015W,957,55
4292,YMR063W,957,55
2329,YGR231C,957,55
5761,YPL237W,957,55
1285,YDR375C,957,55
308,YBR104W,957,55
4363,YMR134W,957,55
5261,YOR131C,957,55
865,YDL202W,956,56
891,YDL228C,956,56
3081,YJL215C,956,56
864,YDL201W,956,56
4086,YLR448W,956,56
5658,YPL134C,956,56
1679,YER150W,956,56
2445,YHR002W,956,56
5413,YOR284W,956,56
2500,YHR057C,956,56
3503,YKR035C,956,56
1786,YFR004W,956,56
2553,YHR110W,956,56
2559,YHR116W,956,56
782,YDL119C,956,56
338,YBR134W,956,56
2215,YGR115C,956,56
2690,YIL028W,956,56
714,YDL051W,956,56
2897,YJL028W,956,56
2055,YGL218W,956,56
2843,YIR013C,956,56
7,YAL009W,956,56
2035,YGL198W,956,56
4108,YML003W,956,56
1969,YGL132W,956,56
1989,YGL152C,956,56
5905,YPR101W,956,56
1783,YFR001W,955,57
859,YDL196W,955,57
2087,YGL250W,955,57
2072,YGL235W,955,57
709,YDL046W,955,57
4607,YNL055C,955,57
1840,YGL002W,955,57
687,YDL023C,955,57
2020,YGL183C,955,57
2987,YJL121C,955,57
5709,YPL185W,955,57
3097,YJR007W,955,57
563,YCL068C,955,57
1442,YDR533C,955,57
4725,YNL174W,955,57
821,YDL158C,955,57
2899,YJL030W,955,57
5601,YPL077C,955,57
5618,YPL094C,955,57
4380,YMR151W,955,57
5632,YPL108W,955,57
2732,YIL070C,955,57
2716,YIL054W,955,57
774,YDL111C,955,57
2533,YHR090C,955,57
1635,YER104W,955,57
94,YAR075W,955,57
2273,YGR173W,955,57
578,YCR012W,955,57
5697,YPL173W,955,57
3315,YKL069W,955,57
369,YBR165W,955,57
3955,YLR316C,955,57
1338,YDR428C,955,57
3972,YLR333C,955,57
3553,YKR085C,955,57
522,YCL023C,955,57
3270,YKL024C,955,57
394,YBR190W,955,57
5225,YOR095C,955,57
3186,YJR101W,955,57
3909,YLR270W,955,57
417,YBR213W,955,57
391,YBR187W,955,57
3820,YLR181C,955,57
3326,YKL080W,955,57
934,YDR023W,955,57
1262,YDR352W,955,57
277,YBR071W,955,57
3655,YLR016C,955,57
3482,YKR014C,955,57
3450,YKL207W,955,57
3993,YLR354C,955,57
4026,YLR387C,955,57
495,YBR291C,955,57
4833,YNL282W,954,58
4975,YOL008W,954,58
1610,YER079W,954,58
3036,YJL170C,954,58
3498,YKR030W,954,58
771,YDL108W,954,58
5097,YOL131W,954,58
2568,YHR125W,954,58
5545,YPL021W,954,58
5938,YPR134W,954,58
788,YDL125C,954,58
5260,YOR130C,954,58
293,YBR088C,954,58
4761,YNL210W,954,58
3712,YLR073C,954,58
5872,YPR067W,954,58
5851,YPR046W,954,58
520,YCL018W,954,58
5255,YOR125C,954,58
5181,YOR050C,954,58
1229,YDR319C,954,58
2618,YHR175W,954,58
3387,YKL141W,954,58
401,YBR197C,954,58
3069,YJL203W,954,58
2263,YGR163W,954,58
5065,YOL099C,954,58
3863,YLR224W,954,58
1935,YGL098W,954,58
4044,YLR406C,954,58
4027,YLR388W,954,58
310,YBR106W,954,58
4856,YNL305C,954,58
2293,YGR195W,954,58
569,YCR003W,954,58
104,YBL010C,954,58
3670,YLR031W,954,58
4871,YNL320W,954,58
2543,YHR100C,954,58
2178,YGR078C,954,58
1483,YEL029C,954,58
3878,YLR239C,954,58
5491,YOR362C,954,58
2381,YGR284C,954,58
1302,YDR392W,954,58
2771,YIL111W,954,58
4881,YNL330C,954,58
5101,YOL135C,953,59
4709,YNL158W,953,59
2873,YJL001W,953,59
328,YBR124W,953,59
552,YCL055W,953,59
2743,YIL083C,953,59
3360,YKL114C,953,59
1282,YDR372C,953,59
5907,YPR103W,953,59
1488,YEL034W,953,59
315,YBR111C,953,59
3365,YKL119C,953,59
4242,YMR009W,953,59
387,YBR183W,953,59
4501,YMR274C,953,59
5472,YOR343C,953,59
5068,YOL102C,953,59
4947,YNR057C,953,59
2248,YGR148C,953,59
4355,YMR126C,953,59
2330,YGR232W,953,59
1156,YDR246W,953,59
1158,YDR248C,953,59
4302,YMR073C,953,59
270,YBR064W,953,59
3885,YLR246W,953,59
4064,YLR426W,953,59
3930,YLR291C,953,59
5376,YOR247W,953,59
3231,YJR146W,953,59
1182,YDR272W,953,59
3527,YKR059W,953,59
718,YDL055C,953,59
3922,YLR283W,953,59
3505,YKR037C,953,59
1729,YFL012W,952,60
4899,YNR009W,952,60
1190,YDR280W,952,60
2150,YGR050C,952,60
4545,YMR318C,952,60
5602,YPL078C,952,60
4964,YNR074C,952,60
952,YDR041W,952,60
4939,YNR049C,952,60
5362,YOR232W,952,60
396,YBR192W,952,60
347,YBR143C,952,60
3361,YKL115C,952,60
4650,YNL099C,952,60
3614,YLL042C,952,60
2481,YHR038W,952,60
3475,YKR007W,952,60
3691,YLR052W,952,60
3377,YKL131W,952,60
2696,YIL034C,952,60
3695,YLR056W,952,60
395,YBR191W,952,60
3947,YLR308W,952,60
5832,YPR027C,952,60
2124,YGR024C,952,60
5332,YOR202W,952,60
1381,YDR471W,952,60
3999,YLR360W,952,60
2011,YGL174W,952,60
4075,YLR437C,952,60
3159,YJR073C,952,60
2923,YJL055W,952,60
208,YBR002C,952,60
3802,YLR163C,952,60
861,YDL198C,952,60
2920,YJL052W,952,60
3074,YJL208C,952,60
1459,YEL005C,952,60
5597,YPL073C,952,60
1382,YDR472W,952,60
5043,YOL077C,952,60
1472,YEL018W,952,60
5113,YOL147C,951,61
5324,YOR194C,951,61
2712,YIL050W,951,61
1630,YER099C,951,61
1246,YDR336W,951,61
3744,YLR105C,951,61
2999,YJL133W,951,61
3790,YLR151C,951,61
1093,YDR183W,951,61
2226,YGR126W,951,61
2121,YGR021W,951,61
3457,YKL214C,951,61
3185,YJR100C,951,61
2626,YHR183W,951,61
3548,YKR080W,951,61
5194,YOR063W,951,61
1586,YER055C,951,61
2116,YGR016W,951,61
350,YBR146W,951,61
5739,YPL215W,951,61
348,YBR144C,951,61
5737,YPL213W,951,61
5669,YPL145C,951,61
1464,YEL010W,951,61
1349,YDR439W,951,61
3480,YKR012C,951,61
61,YAL066W,951,61
4143,YML041C,951,61
5441,YOR312C,951,61
2906,YJL037W,951,61
2489,YHR046C,951,61
4019,YLR380W,951,61
5208,YOR077W,951,61
428,YBR224W,951,61
1003,YDR092W,951,61
918,YDR007W,951,61
1146,YDR236C,951,61
5095,YOL129W,951,61
4835,YNL284C,951,61
4644,YNL093W,951,61
5416,YOR287C,951,61
2907,YJL038C,951,61
3990,YLR351C,951,61
2817,YIL158W,951,61
153,YBL059W,950,62
446,YBR242W,950,62
3703,YLR064W,950,62
3898,YLR259C,950,62
1616,YER085C,950,62
1446,YDR537C,950,62
2850,YIR020C,950,62
2280,YGR180C,950,62
5167,YOR036W,950,62
763,YDL100C,950,62
6004,YPR200C,950,62
4494,YMR267W,950,62
3605,YLL033W,950,62
185,YBL091C,950,62
1872,YGL034C,950,62
1831,YFR050C,950,62
1458,YEL004W,950,62
2328,YGR230W,950,62
3851,YLR212C,950,62
4311,YMR082C,950,62
832,YDL169C,950,62
5757,YPL233W,950,62
1106,YDR196C,950,62
1263,YDR353W,950,62
4030,YLR392C,950,62
3043,YJL177W,950,62
4011,YLR372W,950,62
4865,YNL314W,950,62
4347,YMR118C,950,62
4093,YLR455W,950,62
556,YCL059C,950,62
5287,YOR157C,949,63
4661,YNL110C,949,63
282,YBR077C,949,63
3730,YLR091W,949,63
3520,YKR052C,949,63
144,YBL050W,949,63
2136,YGR036C,949,63
4385,YMR156C,949,63
2265,YGR165W,949,63
2206,YGR106C,949,63
461,YBR257W,949,63
4459,YMR230W,949,63
2061,YGL224C,949,63
904,YDL241W,949,63
4497,YMR270C,949,63
1823,YFR042W,949,63
1301,YDR391C,949,63
3619,YLL047W,949,63
1155,YDR245W,949,63
4742,YNL191W,949,63
2600,YHR157W,949,63
3184,YJR099W,949,63
1702,YER174C,949,63
1359,YDR449C,949,63
2002,YGL165C,949,63
4981,YOL014W,949,63
506,YBR302C,949,63
4999,YOL032W,949,63
5034,YOL067C,949,63
4054,YLR416C,949,63
3750,YLR111W,949,63
1046,YDR136C,949,63
268,YBR062C,949,63
5304,YOR174W,949,63
2349,YGR251W,949,63
3425,YKL180W,949,63
1369,YDR459C,948,64
4043,YLR405W,948,64
5800,YPL278C,948,64
2252,YGR152C,948,64
4058,YLR420W,948,64
1671,YER142C,948,64
5508,YOR379C,948,64
665,YDL001W,948,64
3676,YLR037C,948,64
5077,YOL111C,948,64
3201,YJR116W,948,64
2345,YGR247W,948,64
1401,YDR492W,948,64
3923,YLR284C,948,64
5373,YOR244W,948,64
4210,YML110C,948,64
5589,YPL065W,948,64
162,YBL068W,948,64
1594,YER063W,948,64
5294,YOR164C,948,64
2956,YJL088W,948,64
1849,YGL011C,948,64
1059,YDR149C,948,64
3431,YKL186C,948,64
2981,YJL115W,948,64
4577,YNL025C,948,64
3343,YKL097C,948,64
2824,YIL165C,948,64
621,YCR059C,948,64
2569,YHR126C,948,64
1628,YER097W,948,64
3245,YJR161C,948,64
3363,YKL117W,948,64
935,YDR024W,948,64
3962,YLR323C,948,64
678,YDL014W,948,64
3523,YKR055W,948,64
3333,YKL087C,948,64
1843,YGL005C,948,64
4897,YNR007C,948,64
1068,YDR158W,948,64
2512,YHR069C,948,64
5654,YPL130W,948,64
1522,YEL068C,948,64
905,YDL242W,948,64
460,YBR256C,948,64
2333,YGR235C,947,65
3172,YJR087W,947,65
1708,YER180C,947,65
3272,YKL026C,947,65
4319,YMR090W,947,65
3024,YJL158C,947,65
5586,YPL062W,947,65
954,YDR043C,947,65
4584,YNL032W,947,65
2762,YIL102C,947,65
1498,YEL044W,947,65
1824,YFR043C,947,65
2791,YIL132C,947,65
5013,YOL046C,947,65
738,YDL075W,947,65
3939,YLR300W,947,65
921,YDR010C,947,65
3977,YLR338W,947,65
4780,YNL229C,947,65
793,YDL130W,947,65
1188,YDR278C,947,65
1645,YER115C,947,65
1985,YGL148W,947,65
5059,YOL093W,947,65
5422,YOR293W,947,65
5822,YPR017C,947,65
440,YBR236C,947,65
3998,YLR359W,947,65
4692,YNL141W,947,65
3426,YKL181W,947,65
3927,YLR288C,947,65
3813,YLR174W,947,65
2140,YGR040W,947,65
933,YDR022C,947,65
1418,YDR509W,947,65
290,YBR085W,947,65
1691,YER163C,947,65
5227,YOR097C,947,65
3757,YLR118C,947,65
5131,YOL166C,946,66
1839,YGL001C,946,66
51,YAL055W,946,66
1006,YDR095C,946,66
3713,YLR074C,946,66
3,YAL004W,946,66
4471,YMR242C,946,66
2107,YGR007W,946,66
2083,YGL246C,946,66
3910,YLR271W,946,66
967,YDR056C,946,66
3833,YLR194C,946,66
5951,YPR147C,946,66
90,YAR069C,946,66
4429,YMR200W,946,66
2207,YGR107W,946,66
5060,YOL094C,946,66
872,YDL209C,946,66
5723,YPL199C,946,66
1175,YDR265W,946,66
5245,YOR115C,946,66
1223,YDR313C,946,66
1666,YER136W,946,66
5678,YPL154C,946,66
4095,YLR457C,946,66
4853,YNL302C,946,66
3290,YKL044W,946,66
1463,YEL009C,946,66
1473,YEL019C,946,66
4113,YML008C,946,66
5662,YPL138C,946,66
4281,YMR052W,946,66
3220,YJR135C,946,66
4857,YNL306W,946,66
3154,YJR068W,946,66
4691,YNL140C,946,66
272,YBR066C,946,66
5641,YPL117C,946,66
4766,YNL215W,946,66
2686,YIL024C,946,66
4016,YLR377C,946,66
5511,YOR382W,946,66
3528,YKR060W,946,66
761,YDL098C,946,66
3402,YKL156W,946,66
5481,YOR352W,946,66
1482,YEL028W,945,67
2976,YJL108C,945,67
5112,YOL146W,945,67
211,YBR005W,945,67
5861,YPR056W,945,67
2596,YHR153C,945,67
4205,YML105C,945,67
4976,YOL009C,945,67
2632,YHR189W,945,67
345,YBR141C,945,67
3337,YKL091C,945,67
5128,YOL163W,945,67
4598,YNL046W,945,67
4184,YML084W,945,67
2579,YHR136C,945,67
829,YDL166C,945,67
1554,YER023W,945,67
1648,YER118C,945,67
3101,YJR011C,945,67
3198,YJR113C,945,67
4779,YNL228W,945,67
4532,YMR305C,945,67
1707,YER179W,945,67
5440,YOR311C,945,67
2367,YGR269W,945,67
2377,YGR280C,945,67
124,YBL030C,945,67
5932,YPR128C,945,67
2069,YGL232W,945,67
2160,YGR060W,945,67
1998,YGL161C,945,67
3037,YJL171C,945,67
5555,YPL031C,944,68
1884,YGL047W,944,68
5195,YOR064C,944,68
4014,YLR375W,944,68
6,YAL008W,944,68
453,YBR249C,944,68
3018,YJL152W,944,68
1533,YER002W,944,68
3988,YLR349W,944,68
3213,YJR128W,944,68
3277,YKL031W,944,68
2026,YGL189C,944,68
5600,YPL076W,944,68
1991,YGL154C,944,68
5978,YPR174C,944,68
1370,YDR460W,944,68
220,YBR014C,944,68
1928,YGL091C,944,68
5438,YOR309C,944,68
132,YBL038W,944,68
2451,YHR008C,944,68
944,YDR033W,944,68
4803,YNL252C,944,68
1215,YDR305C,944,68
5282,YOR152C,944,68
591,YCR025C,944,68
1094,YDR184C,944,68
2212,YGR112W,944,68
3610,YLL038C,944,68
4386,YMR157C,944,68
2258,YGR158C,944,68
166,YBL072C,944,68
2669,YIL007C,944,68
5205,YOR074C,944,68
3775,YLR136C,944,68
1745,YFL028C,944,68
986,YDR075W,944,68
4555,YNL002C,943,69
1925,YGL088W,943,69
276,YBR070C,943,69
2399,YHL006C,943,69
4285,YMR056C,943,69
241,YBR035C,943,69
5244,YOR114W,943,69
3642,YLR003C,943,69
2363,YGR265W,943,69
3830,YLR191W,943,69
1324,YDR414C,943,69
5747,YPL223C,943,69
548,YCL050C,943,69
2320,YGR222W,943,69
5765,YPL241C,943,69
2239,YGR139W,943,69
1878,YGL040C,943,69
379,YBR175W,943,69
4271,YMR038C,943,69
3704,YLR065C,943,69
3785,YLR146C,943,69
3971,YLR332W,943,69
4119,YML014W,943,69
3857,YLR218C,943,69
2749,YIL089W,943,69
1835,YFR054C,943,69
573,YCR007C,943,69
3411,YKL166C,943,69
4908,YNR018W,943,69
2652,YHR209W,943,69
5676,YPL152W,943,69
4474,YMR245W,943,69
4588,YNL036W,943,69
5391,YOR262W,943,69
2143,YGR043C,943,69
2547,YHR104W,943,69
2511,YHR068W,943,69
357,YBR153W,943,69
3814,YLR175W,943,69
5313,YOR183W,943,69
1665,YER135C,943,69
4457,YMR228W,943,69
4815,YNL264C,942,70
4499,YMR272C,942,70
5442,YOR313C,942,70
5463,YOR334W,942,70
4558,YNL005C,942,70
2261,YGR161C,942,70
1990,YGL153W,942,70
2303,YGR205W,942,70
2244,YGR144W,942,70
4969,YOL002C,942,70
3617,YLL045C,942,70
4286,YMR057C,942,70
2398,YHL005C,942,70
4378,YMR149W,942,70
4005,YLR366W,942,70
3400,YKL154W,942,70
4180,YML080W,942,70
5642,YPL118W,942,70
5891,YPR086W,942,70
3306,YKL060C,942,70
5388,YOR259C,942,70
2012,YGL175C,942,70
4756,YNL205C,942,70
2687,YIL025C,942,70
2786,YIL127C,942,70
3004,YJL138C,942,70
1625,YER094C,942,70
1753,YFL037W,942,70
1441,YDR532C,942,70
1356,YDR446W,942,70
1898,YGL061C,942,70
1503,YEL049W,942,70
193,YBL099W,942,70
1561,YER030W,942,70
995,YDR084C,942,70
36,YAL038W,942,70
3864,YLR225C,941,71
1646,YER116C,941,71
4892,YNR002C,941,71
3761,YLR122C,941,71
4715,YNL164C,941,71
4091,YLR453C,941,71
735,YDL072C,941,71
2723,YIL061C,941,71
5350,YOR220W,941,71
4056,YLR418C,941,71
2623,YHR180W,941,71
5816,YPR011C,941,71
5977,YPR173C,941,71
1535,YER004W,941,71
3819,YLR180W,941,71
5955,YPR151C,941,71
3631,YLL059C,941,71
4542,YMR315W,941,71
432,YBR228W,941,71
2003,YGL166W,941,71
4543,YMR316W,941,71
1337,YDR427W,941,71
1584,YER053C,941,71
1037,YDR126W,941,71
2218,YGR118W,941,71
317,YBR113W,941,71
450,YBR246W,941,71
3859,YLR220W,941,71
805,YDL142C,941,71
953,YDR042C,941,71
245,YBR039W,941,71
5387,YOR258W,941,71
4508,YMR281W,941,71
4000,YLR361C,941,71
1231,YDR321W,941,71
3892,YLR253W,941,71
2157,YGR057C,941,71
1071,YDR161W,941,71
468,YBR264C,941,71
2284,YGR185C,941,71
3765,YLR126C,941,71
4867,YNL316C,941,71
4464,YMR235C,941,71
5317,YOR187W,941,71
2175,YGR075C,941,71
2058,YGL221C,941,71
3160,YJR074W,941,71
1147,YDR237W,941,71
2439,YHL046C,941,71
3844,YLR205C,940,72
4284,YMR055C,940,72
1027,YDR116C,940,72
2406,YHL013C,940,72
3562,YKR094C,940,72
3736,YLR097C,940,72
5623,YPL099C,940,72
2350,YGR252W,940,72
4489,YMR262W,940,72
5046,YOL080C,940,72
5365,YOR235W,940,72
5646,YPL122C,940,72
3163,YJR077C,940,72
3033,YJL167W,940,72
1881,YGL043W,940,72
5241,YOR111W,940,72
2229,YGR129W,940,72
849,YDL186W,940,72
732,YDL069C,940,72
4840,YNL289W,940,72
1052,YDR142C,940,72
3762,YLR123C,940,72
5733,YPL209C,940,72
2878,YJL006C,940,72
121,YBL027W,940,72
2744,YIL084C,940,72
977,YDR066C,940,72
5467,YOR338W,940,72
4968,YOL001W,940,72
1814,YFR033C,940,72
5971,YPR167C,940,72
4312,YMR083W,940,72
747,YDL084W,940,72
724,YDL061C,940,72
5730,YPL206C,940,72
3283,YKL037W,940,72
2651,YHR208W,939,73
5593,YPL069C,939,73
4831,YNL280C,939,73
3650,YLR011W,939,73
932,YDR021W,939,73
4272,YMR039C,939,73
3758,YLR119W,939,73
4877,YNL326C,939,73
3250,YKL004W,939,73
4841,YNL290W,939,73
3114,YJR024C,939,73
4924,YNR034W,939,73
3312,YKL066W,939,73
1672,YER143W,939,73
2153,YGR053C,939,73
5728,YPL204W,939,73
3026,YJL160C,939,73
4745,YNL194C,939,73
389,YBR185C,939,73
5209,YOR078W,939,73
1857,YGL019W,939,73
2823,YIL164C,939,73
1954,YGL117W,939,73
1965,YGL128C,939,73
2997,YJL131C,939,73
189,YBL095W,939,73
3061,YJL195C,939,73
5380,YOR251C,939,73
3142,YJR056C,939,73
3854,YLR215C,939,73
5375,YOR246C,939,73
5699,YPL175W,939,73
2105,YGR005C,939,73
1241,YDR331W,939,73
1647,YER117W,939,73
838,YDL175C,939,73
5333,YOR203W,939,73
3196,YJR111C,939,73
4843,YNL292W,938,74
3915,YLR276C,938,74
4463,YMR234W,938,74
3044,YJL178C,938,74
1450,YDR541C,938,74
3221,YJR136C,938,74
3055,YJL189W,938,74
1360,YDR450W,938,74
4324,YMR095C,938,74
5191,YOR060C,938,74
2110,YGR010W,938,74
5408,YOR279C,938,74
5076,YOL110W,938,74
3665,YLR026C,938,74
23,YAL025C,938,74
76,YAR028W,938,74
3935,YLR296W,938,74
3849,YLR210W,938,74
5417,YOR288C,938,74
5753,YPL229W,938,74
3136,YJR050W,938,74
1325,YDR415C,938,74
2642,YHR199C,938,74
2267,YGR167W,938,74
3865,YLR226W,938,74
3143,YJR057W,938,74
1706,YER178W,938,74
3836,YLR197W,938,74
2694,YIL032C,938,74
230,YBR024W,938,74
2666,YIL004C,938,74
3376,YKL130C,938,74
1937,YGL100W,938,74
355,YBR151W,938,74
581,YCR015C,938,74
3609,YLL037W,938,74
5712,YPL188W,938,74
1062,YDR152W,938,74
2731,YIL069C,938,74
4212,YML112W,938,74
4659,YNL108C,938,74
749,YDL086W,937,75
3599,YLL027W,937,75
3502,YKR034W,937,75
2455,YHR012W,937,75
3459,YKL216W,937,75
4423,YMR194W,937,75
2887,YJL015C,937,75
1799,YFR017C,937,75
3877,YLR238W,937,75
3926,YLR287C,937,75
1885,YGL048C,937,75
1207,YDR297W,937,75
679,YDL015C,937,75
1966,YGL129C,937,75
4345,YMR116C,937,75
1967,YGL130W,937,75
2117,YGR017W,937,75
1421,YDR512C,937,75
4991,YOL024W,937,75
1348,YDR438W,937,75
3391,YKL145W,937,75
4858,YNL307C,937,75
2585,YHR142W,937,75
5250,YOR120W,937,75
5788,YPL264C,937,75
1447,YDR538W,937,75
361,YBR157C,937,75
2606,YHR163W,937,75
5715,YPL191C,937,75
2935,YJL067W,937,75
4526,YMR299C,937,75
4167,YML067C,937,75
3051,YJL185C,937,75
4160,YML060W,937,75
3493,YKR025W,937,75
4651,YNL100W,937,75
4768,YNL217W,937,75
4495,YMR268C,937,75
2862,YIR032C,937,75
2093,YGL256W,937,75
4837,YNL286W,937,75
2816,YIL157C,937,75
3323,YKL077W,936,76
4432,YMR203W,936,76
5528,YPL004C,936,76
3099,YJR009C,936,76
2763,YIL103W,936,76
5997,YPR193C,936,76
263,YBR057C,936,76
2286,YGR187C,936,76
5342,YOR212W,936,76
408,YBR204C,936,76
68,YAR008W,936,76
5759,YPL235W,936,76
5920,YPR116W,936,76
4891,YNR001C,936,76
5272,YOR142W,936,76
2195,YGR095C,936,76
1321,YDR411C,936,76
1822,YFR041C,936,76
529,YCL031C,936,76
2984,YJL118W,936,76
2090,YGL253W,936,76
3474,YKR006C,936,76
2532,YHR089C,936,76
3842,YLR203C,936,76
363,YBR159W,936,76
5984,YPR180W,936,76
5614,YPL090C,936,76
1983,YGL146C,936,76
5353,YOR223W,936,76
835,YDL172C,936,76
2820,YIL161W,936,76
2308,YGR210C,936,76
4081,YLR443W,936,76
3717,YLR078C,936,76
1557,YER026C,936,76
2583,YHR140W,936,76
240,YBR034C,936,76
399,YBR195C,935,77
5452,YOR323C,935,77
616,YCR051W,935,77
584,YCR018C,935,77
2301,YGR203W,935,77
674,YDL010W,935,77
438,YBR234C,935,77
658,YCR101C,935,77
2548,YHR105W,935,77
5846,YPR041W,935,77
4131,YML026C,935,77
5054,YOL088C,935,77
965,YDR054C,935,77
802,YDL139C,935,77
1973,YGL136C,935,77
