"","X1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","species_select_ratio","clade_select_ratio","Select_species","fcc","vote_percentage"
"892",892,892,3736,"OG3885","Node51, Node9",2,"YCR044C","Saprochaete_clavata_Seq_3884,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5936,yHAB143_Kazachstania_siamensis_Seq_9,Eremothecium_coryli_Seq_2579,Kluyveromyces_marxianus_Seq_2737",4,12,2,0.416666666666667,0.5,5,NA,NA
"893",893,893,3764,"OG3617","Node7, Saprochaete_clavata_Seq_5725",2,"YPL206C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2835,Arxula_adeninivorans_Seq_3728,Saprochaete_clavata_Seq_5725",4,13,1,0.230769230769231,0.25,3,NA,NA
"894",894,894,3780,"OG2186","Node26, Node31",2,"YJL101C","yHAB143_Kazachstania_siamensis_Seq_1884,Nakaseomyces_bracarensis_Seq_4342,Nakaseomyces_nivariensis_Seq_1955,Kluyveromyces_marxianus_Seq_1688,Eremothecium_coryli_Seq_4056,Eremothecium_sinecaudum_Seq_579",4,17,1,0.352941176470588,0.25,6,NA,NA
"895",895,895,3786,"OG3112","Node16, Node5",2,"YDR284C","Eremothecium_coryli_Seq_383,Eremothecium_sinecaudum_Seq_363,yHMPu5000034885_Ogataea_zsoltii_Seq_3638,yHMPu5000034933_Kuraishia_molischiana_Seq_5016,yHAB143_Kazachstania_siamensis_Seq_706,Nakaseomyces_bracarensis_Seq_4319,Nakaseomyces_nivariensis_Seq_2238",4,14,2,0.5,0.5,7,NA,NA
"896",896,896,3794,"OG5966","Kluyveromyces_marxianus_Seq_4704, Node14",2,NA,"yHMPu5000034885_Ogataea_zsoltii_Seq_1196,yHMPu5000034933_Kuraishia_molischiana_Seq_1899,Kluyveromyces_marxianus_Seq_4704",4,3,2,1,0.5,3,NA,NA
"897",897,897,3805,"OG1758","Node24, Node4",2,"YMR272C","yHMPu5000034933_Kuraishia_molischiana_Seq_189,yHMPu5000034885_Ogataea_zsoltii_Seq_2026,Ogataea_polymorpha_Seq_3167,yHMPu5000035662_Meyerozyma_caribbica_Seq_4216,Candida_auris_Seq_3022,Candida_orthopsilosis_Seq_3920,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4552,Arxula_adeninivorans_Seq_5372",4,16,3,0.5,0.75,8,NA,NA
"898",898,898,3828,"OG2880","Node20, Node73",2,"YFL034W","yHMPu5000034933_Kuraishia_molischiana_Seq_5192,yHMPu5000034625_Pichia_kudriavzevii_Seq_2319,Ogataea_polymorpha_Seq_3829,yHMPu5000034885_Ogataea_zsoltii_Seq_4600,yHAB143_Kazachstania_siamensis_Seq_4814,Nakaseomyces_bracarensis_Seq_3162,Nakaseomyces_nivariensis_Seq_2909",4,16,2,0.4375,0.5,7,NA,NA
"899",899,899,3838,"OG2342","Node13, Node70",2,"YML010W","yHMPu5000034625_Pichia_kudriavzevii_Seq_1176,Ogataea_polymorpha_Seq_1879,yHMPu5000034885_Ogataea_zsoltii_Seq_2292,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_798,Arxula_adeninivorans_Seq_4337",4,16,2,0.3125,0.5,5,NA,NA
"900",900,900,3844,"OG4196","Node41, Node43",2,"YLL055W","yHMPu5000034625_Pichia_kudriavzevii_Seq_2194,Kluyveromyces_marxianus_Seq_1882,yHAB143_Kazachstania_siamensis_Seq_2026,Kluyveromyces_marxianus_Seq_1882,yHAB143_Kazachstania_siamensis_Seq_2026",4,6,2,0.5,0.5,3,NA,NA
"901",901,901,3846,"OG1728","Node68, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1473",2,"YGL135W","Saprochaete_clavata_Seq_4729,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1487,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1473",4,15,1,0.2,0.25,3,NA,NA
"902",902,902,3868,"OG5645","Node2, yHAB143_Kazachstania_siamensis_Seq_3012",2,"YJL089W","yHAB143_Kazachstania_siamensis_Seq_3012,Nakaseomyces_bracarensis_Seq_4632,yHAB143_Kazachstania_siamensis_Seq_3012",4,5,1,0.4,0.25,2,NA,NA
"903",903,903,3871,"OG1886","Node66, Node77",2,"YOR001W","Saprochaete_clavata_Seq_3263,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2158,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2690,Arxula_adeninivorans_Seq_5886,yHMPu5000034625_Pichia_kudriavzevii_Seq_3477,Ogataea_polymorpha_Seq_2760,yHMPu5000034885_Ogataea_zsoltii_Seq_2864",4,17,2,0.411764705882353,0.5,7,NA,NA
"904",904,904,3874,"OG1776","Candida_auris_Seq_1893, Node44",2,"YER025W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2722,Arxula_adeninivorans_Seq_2710,Saprochaete_clavata_Seq_2900,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7864,Candida_auris_Seq_1893",4,16,2,0.3125,0.5,5,NA,NA
"905",905,905,3876,"OG1226","Node52, Node6",2,"YJL141C","yHMPu5000035662_Meyerozyma_caribbica_Seq_4959,Candida_auris_Seq_4683,Candida_orthopsilosis_Seq_4204,yHAB143_Kazachstania_siamensis_Seq_4434,Nakaseomyces_bracarensis_Seq_2421,Nakaseomyces_nivariensis_Seq_3602",4,12,2,0.5,0.5,6,NA,NA
"906",906,906,3878,"OG2283","Node35, Node39",2,"YMR041C","Nakaseomyces_bracarensis_Seq_2300,Nakaseomyces_nivariensis_Seq_2418,Kluyveromyces_marxianus_Seq_1585,Eremothecium_coryli_Seq_3812,Eremothecium_sinecaudum_Seq_426,Kluyveromyces_marxianus_Seq_1585,Eremothecium_coryli_Seq_3812,Eremothecium_sinecaudum_Seq_426",4,15,1,0.333333333333333,0.25,5,NA,NA
"907",907,907,3882,"OG1614","Node47, Node48",2,"YMR229C","yHAB143_Kazachstania_siamensis_Seq_2549,Nakaseomyces_bracarensis_Seq_3700,Nakaseomyces_nivariensis_Seq_2268,Kluyveromyces_marxianus_Seq_4781,Eremothecium_coryli_Seq_3300,Eremothecium_sinecaudum_Seq_2083,yHAB143_Kazachstania_siamensis_Seq_2549,Nakaseomyces_bracarensis_Seq_3700,Nakaseomyces_nivariensis_Seq_2268",4,16,1,0.375,0.25,6,NA,NA
"908",908,908,3898,"OG1699","Node51, Node58",2,"YLR272C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3802,Arxula_adeninivorans_Seq_1654,Saprochaete_clavata_Seq_1576,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_231,yHMPu5000034933_Kuraishia_molischiana_Seq_2255,yHMPu5000034625_Pichia_kudriavzevii_Seq_3886,Ogataea_polymorpha_Seq_3100,yHMPu5000034885_Ogataea_zsoltii_Seq_5261",4,17,2,0.470588235294118,0.5,8,NA,NA
"909",909,909,3901,"OG5635","Node13, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3652",2,"YKR057W","Saprochaete_clavata_Seq_6695,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2084,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3652",4,4,1,0.75,0.25,3,NA,NA
"910",910,910,3902,"OG1969","Node48, Node85",2,"YGL119W","yHAB143_Kazachstania_siamensis_Seq_526,Nakaseomyces_bracarensis_Seq_4574,Nakaseomyces_nivariensis_Seq_1842,Arxula_adeninivorans_Seq_5511,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5889",4,14,2,0.357142857142857,0.5,5,NA,NA
"911",911,911,3908,"OG1994","Node54, Node56",2,"YPL195W","yHMPu5000034625_Pichia_kudriavzevii_Seq_3936,Ogataea_polymorpha_Seq_239,yHMPu5000034885_Ogataea_zsoltii_Seq_5012,Ogataea_polymorpha_Seq_239,yHMPu5000034885_Ogataea_zsoltii_Seq_5012",4,16,1,0.1875,0.25,3,NA,NA
"912",912,912,3915,"OG3655","Node34, Node41",2,"YER012W","yHMPu5000034625_Pichia_kudriavzevii_Seq_1943,Candida_auris_Seq_3890,yHMPu5000034933_Kuraishia_molischiana_Seq_2079,Ogataea_polymorpha_Seq_311,yHMPu5000034885_Ogataea_zsoltii_Seq_4386,yHMPu5000035662_Meyerozyma_caribbica_Seq_2346,Candida_orthopsilosis_Seq_407,Ogataea_polymorpha_Seq_311,yHMPu5000034885_Ogataea_zsoltii_Seq_4386",4,17,2,0.411764705882353,0.5,7,NA,NA
"913",913,913,3951,"OG4120","Node25, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_514",2,"YOR261C","Candida_orthopsilosis_Seq_2190,Candida_auris_Seq_1280,yHMPu5000035662_Meyerozyma_caribbica_Seq_1652,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_514",4,16,2,0.25,0.5,4,NA,NA
"914",914,914,3952,"OG3479","Node20, Node52",2,"YML012W","Candida_auris_Seq_1162,Candida_orthopsilosis_Seq_5022,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_28,Arxula_adeninivorans_Seq_775",4,15,2,0.266666666666667,0.5,4,NA,NA
"915",915,915,3961,"OG4944","yHMPu5000034625_Pichia_kudriavzevii_Seq_1329, yHMPu5000034933_Kuraishia_molischiana_Seq_1961",2,"YIL069C","yHMPu5000034625_Pichia_kudriavzevii_Seq_1329,yHMPu5000034933_Kuraishia_molischiana_Seq_1961",4,10,1,0.2,0.25,2,NA,NA
"916",916,916,3972,"OG4032","Eremothecium_sinecaudum_Seq_4281, Node56",2,"YDR349C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5783,Arxula_adeninivorans_Seq_2151,yHMPu5000034933_Kuraishia_molischiana_Seq_2948,yHMPu5000034625_Pichia_kudriavzevii_Seq_1166,Ogataea_polymorpha_Seq_395,yHMPu5000034885_Ogataea_zsoltii_Seq_2021,Eremothecium_sinecaudum_Seq_4281",4,15,3,0.466666666666667,0.75,7,NA,NA
"917",917,917,3979,"OG1321","Nakaseomyces_nivariensis_Seq_1597, Node29",2,"YNL202W","Eremothecium_coryli_Seq_4128,Eremothecium_sinecaudum_Seq_3169,Kluyveromyces_marxianus_Seq_2193,yHAB143_Kazachstania_siamensis_Seq_654,Nakaseomyces_bracarensis_Seq_3715,Nakaseomyces_nivariensis_Seq_1597,Nakaseomyces_nivariensis_Seq_1597",4,14,1,0.428571428571429,0.25,6,NA,NA
"918",918,918,3999,"OG1466","Node27, Node76",2,"YOR093C","Saprochaete_clavata_Seq_5745,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2593,yHAB143_Kazachstania_siamensis_Seq_1728,Nakaseomyces_bracarensis_Seq_3023,Nakaseomyces_nivariensis_Seq_649,Kluyveromyces_marxianus_Seq_877,Eremothecium_coryli_Seq_1081,Eremothecium_sinecaudum_Seq_1896",4,17,2,0.470588235294118,0.5,8,NA,NA
"919",919,919,4001,"OG3781","Node10, Node70",2,"YDR364C","Ogataea_polymorpha_Seq_487,yHMPu5000034885_Ogataea_zsoltii_Seq_1387,Eremothecium_coryli_Seq_380,Eremothecium_sinecaudum_Seq_4194",4,16,2,0.25,0.5,4,NA,NA
"920",920,920,4018,"OG6744","Node1, yHMPu5000034933_Kuraishia_molischiana_Seq_3008",2,NA,"Ogataea_polymorpha_Seq_1699,yHMPu5000034885_Ogataea_zsoltii_Seq_203,yHMPu5000034933_Kuraishia_molischiana_Seq_3008",4,3,1,1,0.25,3,NA,NA
"921",921,921,4027,"OG5437","Nakaseomyces_nivariensis_Seq_1017, Node21",2,"YJL158C","Nakaseomyces_bracarensis_Seq_1194,Nakaseomyces_nivariensis_Seq_1017,Nakaseomyces_nivariensis_Seq_1017",4,5,1,0.4,0.25,2,NA,NA
"922",922,922,4048,"OG2798","Node1, Node65",2,"YIR012W","Candida_orthopsilosis_Seq_281,Candida_auris_Seq_2708,yHMPu5000035662_Meyerozyma_caribbica_Seq_729,Kluyveromyces_marxianus_Seq_465,Eremothecium_coryli_Seq_221,Eremothecium_sinecaudum_Seq_2586,Nakaseomyces_bracarensis_Seq_3053,Nakaseomyces_nivariensis_Seq_3091",4,17,2,0.470588235294118,0.5,8,NA,NA
"923",923,923,4053,"OG2607","Node55, Node9",2,"YGL242C","yHMPu5000034625_Pichia_kudriavzevii_Seq_3099,Ogataea_polymorpha_Seq_3375,yHMPu5000034885_Ogataea_zsoltii_Seq_1562,Candida_orthopsilosis_Seq_755,yHMPu5000035662_Meyerozyma_caribbica_Seq_622",4,16,2,0.3125,0.5,5,NA,NA
"924",924,924,4055,"OG2357","Node31, Node40",2,"YBR248C","Ogataea_polymorpha_Seq_2785,yHMPu5000034885_Ogataea_zsoltii_Seq_2791,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4157,Arxula_adeninivorans_Seq_2263,Saprochaete_clavata_Seq_1150,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_150",4,15,2,0.4,0.5,6,NA,NA
"925",925,925,4070,"OG4976","Node25, Node27",2,NA,"yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1209,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1957,Saprochaete_clavata_Seq_3719,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1957,Saprochaete_clavata_Seq_3719",4,9,1,0.333333333333333,0.25,3,NA,NA
"926",926,926,4072,"OG4249","Node17, yHAB143_Kazachstania_siamensis_Seq_686",2,"YMR263W","Ogataea_polymorpha_Seq_2530,yHMPu5000034885_Ogataea_zsoltii_Seq_4493,yHAB143_Kazachstania_siamensis_Seq_686",4,12,2,0.25,0.5,3,NA,NA
"927",927,927,4073,"OG2102","Node74, Node75",2,"YHR073W","yHAB143_Kazachstania_siamensis_Seq_2134,Nakaseomyces_bracarensis_Seq_4987,Nakaseomyces_nivariensis_Seq_3539,Eremothecium_sinecaudum_Seq_681,Kluyveromyces_marxianus_Seq_3437,yHAB143_Kazachstania_siamensis_Seq_2134,Nakaseomyces_bracarensis_Seq_4987,Nakaseomyces_nivariensis_Seq_3539",4,15,1,0.333333333333333,0.25,5,NA,NA
"928",928,928,4116,"OG2422","Node22, Node56",2,"YBR291C","Saprochaete_clavata_Seq_1640,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3787,yHAB143_Kazachstania_siamensis_Seq_4906,Kluyveromyces_marxianus_Seq_107,Nakaseomyces_bracarensis_Seq_4047",4,12,2,0.416666666666667,0.5,5,NA,NA
"929",929,929,4118,"OG3230","Node36, Node38",2,"YOR022C","yHMPu5000034933_Kuraishia_molischiana_Seq_372,yHMPu5000034625_Pichia_kudriavzevii_Seq_5118,Ogataea_polymorpha_Seq_1814,yHMPu5000034885_Ogataea_zsoltii_Seq_3898,yHMPu5000034625_Pichia_kudriavzevii_Seq_5118,Ogataea_polymorpha_Seq_1814,yHMPu5000034885_Ogataea_zsoltii_Seq_3898",4,16,1,0.25,0.25,4,NA,NA
"930",930,930,4126,"OG3529","Node17, Node18",2,"YJR041C","Saprochaete_clavata_Seq_6154,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2868,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1698,Arxula_adeninivorans_Seq_4443,yHMPu5000035662_Meyerozyma_caribbica_Seq_3285,Candida_auris_Seq_3116,Candida_orthopsilosis_Seq_3628,Saprochaete_clavata_Seq_6154,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2868,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1698,Arxula_adeninivorans_Seq_4443",4,17,2,0.411764705882353,0.5,7,NA,NA
"931",931,931,4132,"OG2696","Node44, Node46",2,"YER094C","yHMPu5000034885_Ogataea_zsoltii_Seq_1146,yHMPu5000035662_Meyerozyma_caribbica_Seq_2323,Candida_auris_Seq_2753,yHMPu5000035662_Meyerozyma_caribbica_Seq_2323,Candida_auris_Seq_2753",4,15,2,0.2,0.5,3,NA,NA
"932",932,932,4149,"OG1174","Node41, Node44",2,"YIL173W","Nakaseomyces_bracarensis_Seq_4271,Nakaseomyces_nivariensis_Seq_376,Kluyveromyces_marxianus_Seq_1100,Eremothecium_coryli_Seq_3720,Eremothecium_sinecaudum_Seq_3345",4,17,1,0.294117647058824,0.25,5,NA,NA
"933",933,933,4153,"OG2481","Node79, yHAB143_Kazachstania_siamensis_Seq_1426",2,"YLR399C","yHAB143_Kazachstania_siamensis_Seq_1426,Nakaseomyces_bracarensis_Seq_1691,Nakaseomyces_nivariensis_Seq_4190,yHAB143_Kazachstania_siamensis_Seq_1426",4,16,1,0.1875,0.25,3,NA,NA
"934",934,934,4156,"OG4655","Node35, Node57",2,NA,"yHMPu5000034885_Ogataea_zsoltii_Seq_2401,Ogataea_polymorpha_Seq_1493,yHMPu5000034625_Pichia_kudriavzevii_Seq_2551,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5193,Arxula_adeninivorans_Seq_3923,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4220,Saprochaete_clavata_Seq_2925",4,8,2,0.875,0.5,7,NA,NA
"935",935,935,4180,"OG5125","Node61, yHMPu5000034933_Kuraishia_molischiana_Seq_5471",2,NA,"yHMPu5000034933_Kuraishia_molischiana_Seq_5471,Ogataea_polymorpha_Seq_2805,yHMPu5000034885_Ogataea_zsoltii_Seq_1468,yHMPu5000034933_Kuraishia_molischiana_Seq_5471",4,8,1,0.375,0.25,3,NA,NA
"936",936,936,4191,"OG2948","Node27, Node73",2,"YIL075C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1658,Arxula_adeninivorans_Seq_254,yHAB143_Kazachstania_siamensis_Seq_3708,Nakaseomyces_bracarensis_Seq_1313,Nakaseomyces_nivariensis_Seq_5033",4,16,2,0.3125,0.5,5,NA,NA
"937",937,937,4195,"OG1872","Node26, Node78",2,"YOR048C","yHAB143_Kazachstania_siamensis_Seq_941,Nakaseomyces_bracarensis_Seq_4774,Nakaseomyces_nivariensis_Seq_270,Saprochaete_clavata_Seq_4973,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5379,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5372,Arxula_adeninivorans_Seq_150",4,15,2,0.466666666666667,0.5,7,NA,NA
"938",938,938,4197,"OG1782","Node79, Node81",2,"YBL061C","Candida_auris_Seq_1198,yHMPu5000034933_Kuraishia_molischiana_Seq_1633,yHMPu5000034625_Pichia_kudriavzevii_Seq_1766,Ogataea_polymorpha_Seq_3995,yHMPu5000034885_Ogataea_zsoltii_Seq_2376,yHMPu5000034933_Kuraishia_molischiana_Seq_1633,yHMPu5000034625_Pichia_kudriavzevii_Seq_1766,Ogataea_polymorpha_Seq_3995,yHMPu5000034885_Ogataea_zsoltii_Seq_2376",4,15,2,0.333333333333333,0.5,5,NA,NA
"939",939,939,4205,"OG2315","Node49, Node71",2,"YEL052W","Eremothecium_coryli_Seq_3381,Eremothecium_sinecaudum_Seq_2626,yHMPu5000034933_Kuraishia_molischiana_Seq_3832,yHMPu5000035662_Meyerozyma_caribbica_Seq_3748,Ogataea_polymorpha_Seq_3402,yHMPu5000034885_Ogataea_zsoltii_Seq_3483",4,16,3,0.375,0.75,6,NA,NA
"940",940,940,4224,"OG1957","Node25, Node26",2,"YDR060W","yHAB143_Kazachstania_siamensis_Seq_2129,Nakaseomyces_nivariensis_Seq_3124,Nakaseomyces_bracarensis_Seq_2043,Kluyveromyces_marxianus_Seq_4791,Eremothecium_coryli_Seq_1329,Eremothecium_sinecaudum_Seq_28,yHAB143_Kazachstania_siamensis_Seq_2129,Nakaseomyces_nivariensis_Seq_3124,Nakaseomyces_bracarensis_Seq_2043",4,17,1,0.352941176470588,0.25,6,NA,NA
"941",941,941,4240,"OG4700","Node20, Node46",2,"YDL146W","Eremothecium_coryli_Seq_3796,Eremothecium_sinecaudum_Seq_3114,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4006,Arxula_adeninivorans_Seq_3155",4,11,2,0.363636363636364,0.5,4,NA,NA
"942",942,942,4265,"OG3530","Node38, Node50",2,"YER142C","yHAB143_Kazachstania_siamensis_Seq_1533,Eremothecium_coryli_Seq_1872,Kluyveromyces_marxianus_Seq_2133,Nakaseomyces_bracarensis_Seq_298,Nakaseomyces_nivariensis_Seq_3247,Ogataea_polymorpha_Seq_232,yHMPu5000034885_Ogataea_zsoltii_Seq_4650",4,15,2,0.466666666666667,0.5,7,NA,NA
"943",943,943,4274,"OG3889","Node47, Node71",2,"YKL007W","yHMPu5000034625_Pichia_kudriavzevii_Seq_1119,yHMPu5000034933_Kuraishia_molischiana_Seq_137,Ogataea_polymorpha_Seq_1318,yHMPu5000034885_Ogataea_zsoltii_Seq_981,Nakaseomyces_bracarensis_Seq_4415,Nakaseomyces_nivariensis_Seq_4586,Kluyveromyces_marxianus_Seq_3782,Eremothecium_coryli_Seq_651,Eremothecium_sinecaudum_Seq_2419",4,15,2,0.6,0.5,9,NA,NA
"944",944,944,4293,"OG4094","Node15, Node17",2,"YMR201C","Kluyveromyces_marxianus_Seq_2015,yHAB143_Kazachstania_siamensis_Seq_2800,Nakaseomyces_bracarensis_Seq_1811,Nakaseomyces_nivariensis_Seq_3198,yHAB143_Kazachstania_siamensis_Seq_2800,Nakaseomyces_bracarensis_Seq_1811,Nakaseomyces_nivariensis_Seq_3198",4,11,1,0.363636363636364,0.25,4,NA,NA
"945",945,945,4298,"OG3102","Node3, Node8",2,"YLR436C","Ogataea_polymorpha_Seq_590,yHMPu5000034885_Ogataea_zsoltii_Seq_3691,Arxula_adeninivorans_Seq_5684,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_699,Saprochaete_clavata_Seq_5358,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7491",4,15,2,0.4,0.5,6,NA,NA
"946",946,946,4305,"OG1324","Node61, Node63",2,"YPL232W","yHMPu5000034933_Kuraishia_molischiana_Seq_3462,yHMPu5000034625_Pichia_kudriavzevii_Seq_4646,Ogataea_polymorpha_Seq_4284,yHMPu5000034885_Ogataea_zsoltii_Seq_1950,yHMPu5000034625_Pichia_kudriavzevii_Seq_4646,Ogataea_polymorpha_Seq_4284,yHMPu5000034885_Ogataea_zsoltii_Seq_1950",4,17,1,0.235294117647059,0.25,4,NA,NA
"947",947,947,4323,"OG2465","Node32, Node48",2,"YLR056W","Nakaseomyces_bracarensis_Seq_1884,Nakaseomyces_nivariensis_Seq_4017,yHMPu5000034933_Kuraishia_molischiana_Seq_3139,Ogataea_polymorpha_Seq_1850,yHMPu5000034885_Ogataea_zsoltii_Seq_654",4,11,2,0.454545454545455,0.5,5,NA,NA
"948",948,948,4329,"OG1246","Node28, Node54",2,"YKR050W","yHAB143_Kazachstania_siamensis_Seq_518,Nakaseomyces_bracarensis_Seq_4779,Nakaseomyces_nivariensis_Seq_2645,yHMPu5000034933_Kuraishia_molischiana_Seq_3421,yHMPu5000034885_Ogataea_zsoltii_Seq_4177",4,13,2,0.384615384615385,0.5,5,NA,NA
"949",949,949,4338,"OG1604","yHAB143_Kazachstania_siamensis_Seq_3293, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3675",2,"YER053C","yHAB143_Kazachstania_siamensis_Seq_3293,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3675",4,12,2,0.166666666666667,0.5,2,NA,NA
"950",950,950,4341,"OG4125","Node40, Node48",2,NA,"Candida_auris_Seq_4452,Candida_orthopsilosis_Seq_2694,yHMPu5000035662_Meyerozyma_caribbica_Seq_514,Ogataea_polymorpha_Seq_3446,yHMPu5000034885_Ogataea_zsoltii_Seq_581",4,10,2,0.5,0.5,5,NA,NA
"951",951,951,4347,"OG2577","Node54, yHMPu5000034933_Kuraishia_molischiana_Seq_2722",2,"YCL009C","Candida_auris_Seq_4172,yHMPu5000035662_Meyerozyma_caribbica_Seq_2612,yHMPu5000034933_Kuraishia_molischiana_Seq_2722",4,14,2,0.214285714285714,0.5,3,NA,NA
"952",952,952,4352,"OG4391","Node14, Node15",2,"YER024W","yHAB143_Kazachstania_siamensis_Seq_3931,Nakaseomyces_bracarensis_Seq_381,Nakaseomyces_nivariensis_Seq_1181,Kluyveromyces_marxianus_Seq_4667,Eremothecium_coryli_Seq_2299,yHAB143_Kazachstania_siamensis_Seq_3931,Nakaseomyces_bracarensis_Seq_381,Nakaseomyces_nivariensis_Seq_1181",4,12,1,0.416666666666667,0.25,5,NA,NA
"953",953,953,4357,"OG3481","Node14, Node65",2,"YFR010W","yHAB143_Kazachstania_siamensis_Seq_1731,Nakaseomyces_bracarensis_Seq_995,Nakaseomyces_nivariensis_Seq_3958,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_258,Arxula_adeninivorans_Seq_4933",4,13,2,0.384615384615385,0.5,5,NA,NA
"954",954,954,4358,"OG2293","Node24, Node38",2,"YNL227C","Eremothecium_sinecaudum_Seq_2813,Kluyveromyces_marxianus_Seq_3603,yHMPu5000034625_Pichia_kudriavzevii_Seq_3613,yHMPu5000034885_Ogataea_zsoltii_Seq_616",4,14,2,0.285714285714286,0.5,4,NA,NA
"955",955,955,4364,"OG4047","Node3, Node42",2,"YKL012W","Ogataea_polymorpha_Seq_1754,yHMPu5000034625_Pichia_kudriavzevii_Seq_5199,yHMPu5000034933_Kuraishia_molischiana_Seq_4307,yHMPu5000034885_Ogataea_zsoltii_Seq_3914,Saprochaete_clavata_Seq_3115,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6655",4,14,2,0.428571428571429,0.5,6,NA,NA
"956",956,956,4379,"OG2596","Node21, Node53",2,"YER049W","Nakaseomyces_bracarensis_Seq_4723,Nakaseomyces_nivariensis_Seq_4080,Eremothecium_coryli_Seq_2191,Eremothecium_sinecaudum_Seq_2554,yHMPu5000034933_Kuraishia_molischiana_Seq_5130,yHMPu5000034885_Ogataea_zsoltii_Seq_587",4,16,2,0.375,0.5,6,NA,NA
"957",957,957,4401,"OG4469","Node44, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4650",2,NA,"yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4650,Arxula_adeninivorans_Seq_5626,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3709,Saprochaete_clavata_Seq_5269,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4650",4,11,1,0.363636363636364,0.25,4,NA,NA
"958",958,958,4402,"OG1787","Node65, Node67",2,"YKL014C","yHMPu5000034933_Kuraishia_molischiana_Seq_625,yHMPu5000034625_Pichia_kudriavzevii_Seq_2096,Ogataea_polymorpha_Seq_2403,yHMPu5000034885_Ogataea_zsoltii_Seq_1082,yHMPu5000034625_Pichia_kudriavzevii_Seq_2096,Ogataea_polymorpha_Seq_2403,yHMPu5000034885_Ogataea_zsoltii_Seq_1082",4,17,1,0.235294117647059,0.25,4,NA,NA
"959",959,959,4408,"OG6703","Node18, Node22",2,NA,"yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5458,Arxula_adeninivorans_Seq_2747,Saprochaete_clavata_Seq_3358,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5634,Saprochaete_clavata_Seq_3358,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5634",4,4,1,1,0.25,4,NA,NA
"960",960,960,4412,"OG2360","Node25, Node53",2,"YMR285C","Eremothecium_sinecaudum_Seq_1659,yHAB143_Kazachstania_siamensis_Seq_1061,Eremothecium_coryli_Seq_2878,Kluyveromyces_marxianus_Seq_807,Nakaseomyces_bracarensis_Seq_5196,Nakaseomyces_nivariensis_Seq_4893,yHMPu5000034933_Kuraishia_molischiana_Seq_3839,Ogataea_polymorpha_Seq_1822,yHMPu5000034885_Ogataea_zsoltii_Seq_369",4,16,2,0.5625,0.5,9,NA,NA
