"","...1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","Select_species","species_select_ratio","clade_select_ratio","X1","site_pvalue_0.1","site_pvalue_0.05"
"28",28,28,32,"OG2198","Arxula_adeninivorans_Seq_3091, Candida_auris_Seq_1960, Candida_orthopsilosis_Seq_995, Node12, Node22, Node33, Node37, Node72, Ogataea_polymorpha_Seq_2355, yHMPu5000034625_Pichia_kudriavzevii_Seq_3438, yHMPu5000034885_Ogataea_zsoltii_Seq_2018, yHMPu5000034933_Kuraishia_molischiana_Seq_3223",12,"YGL123W","yHAB143_Kazachstania_siamensis_Seq_1858,Nakaseomyces_bracarensis_Seq_2872,Nakaseomyces_nivariensis_Seq_3083,Ogataea_polymorpha_Seq_2355,yHMPu5000034885_Ogataea_zsoltii_Seq_2018,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4063,Saprochaete_clavata_Seq_518,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5081,Arxula_adeninivorans_Seq_3091,Candida_orthopsilosis_Seq_995,Candida_auris_Seq_1960,yHMPu5000035662_Meyerozyma_caribbica_Seq_3760,Arxula_adeninivorans_Seq_3091,Candida_auris_Seq_1960,Candida_orthopsilosis_Seq_995,Ogataea_polymorpha_Seq_2355,yHMPu5000034625_Pichia_kudriavzevii_Seq_3438,yHMPu5000034885_Ogataea_zsoltii_Seq_2018,yHMPu5000034933_Kuraishia_molischiana_Seq_3223",4,17,4,14.000000004,0.823529412,1,111,2,1
"29",29,29,524,"OG1544","Arxula_adeninivorans_Seq_2783, Candida_auris_Seq_2515, Node37, Node39, Node49, Node50, Node55, Node84, Saprochaete_clavata_Seq_4589, yHMPu5000034625_Pichia_kudriavzevii_Seq_3863, yHMPu5000035662_Meyerozyma_caribbica_Seq_332, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7752",12,"YPL240C","yHMPu5000034933_Kuraishia_molischiana_Seq_1644,Ogataea_polymorpha_Seq_188,yHMPu5000034885_Ogataea_zsoltii_Seq_4636,Ogataea_polymorpha_Seq_188,yHMPu5000034885_Ogataea_zsoltii_Seq_4636,Eremothecium_coryli_Seq_4285,Eremothecium_sinecaudum_Seq_2086,Kluyveromyces_marxianus_Seq_250,Nakaseomyces_bracarensis_Seq_4461,Nakaseomyces_nivariensis_Seq_4592,Eremothecium_coryli_Seq_4285,Eremothecium_sinecaudum_Seq_2086,Nakaseomyces_bracarensis_Seq_4461,Nakaseomyces_nivariensis_Seq_4592,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3933,Arxula_adeninivorans_Seq_2783,Arxula_adeninivorans_Seq_2783,Candida_auris_Seq_2515,Saprochaete_clavata_Seq_4589,yHMPu5000034625_Pichia_kudriavzevii_Seq_3863,yHMPu5000035662_Meyerozyma_caribbica_Seq_332,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7752",4,16,4,15,0.9375,1,185,0,0
"30",30,30,706,"OG1131","Arxula_adeninivorans_Seq_4434, Kluyveromyces_marxianus_Seq_5105, Node12, Node26, Node53, Node58, Ogataea_polymorpha_Seq_1488, yHAB143_Kazachstania_siamensis_Seq_4726, yHMPu5000034625_Pichia_kudriavzevii_Seq_3307, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2925, yHMPu5000034933_Kuraishia_molischiana_Seq_3613, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2477",12,"YBR118W","yHAB143_Kazachstania_siamensis_Seq_4726,Kluyveromyces_marxianus_Seq_5105,Eremothecium_sinecaudum_Seq_728,Eremothecium_coryli_Seq_2765,Ogataea_polymorpha_Seq_1488,yHMPu5000034885_Ogataea_zsoltii_Seq_2464,Arxula_adeninivorans_Seq_4434,Saprochaete_clavata_Seq_3710,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2477,yHMPu5000035662_Meyerozyma_caribbica_Seq_1466,Candida_auris_Seq_1304,Arxula_adeninivorans_Seq_4434,Kluyveromyces_marxianus_Seq_5105,Ogataea_polymorpha_Seq_1488,yHAB143_Kazachstania_siamensis_Seq_4726,yHMPu5000034625_Pichia_kudriavzevii_Seq_3307,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2925,yHMPu5000034933_Kuraishia_molischiana_Seq_3613,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2477",4,14,4,14,1,1,98,9,5
"31",31,31,1047,"OG1213","Eremothecium_coryli_Seq_2487, Kluyveromyces_marxianus_Seq_468, Node10, Node30, Node37, Node41, Node43, yHMPu5000034625_Pichia_kudriavzevii_Seq_2919, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4693, yHMPu5000034885_Ogataea_zsoltii_Seq_3919, yHMPu5000034933_Kuraishia_molischiana_Seq_5225, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3701",12,"YPL048W","Saprochaete_clavata_Seq_1631,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3701,yHMPu5000034885_Ogataea_zsoltii_Seq_3919,Ogataea_polymorpha_Seq_2551,Kluyveromyces_marxianus_Seq_468,Eremothecium_coryli_Seq_2487,yHAB143_Kazachstania_siamensis_Seq_3976,Nakaseomyces_bracarensis_Seq_3213,Nakaseomyces_nivariensis_Seq_382,Nakaseomyces_bracarensis_Seq_3213,Nakaseomyces_nivariensis_Seq_382,Eremothecium_coryli_Seq_2487,Kluyveromyces_marxianus_Seq_468,yHMPu5000034625_Pichia_kudriavzevii_Seq_2919,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4693,yHMPu5000034885_Ogataea_zsoltii_Seq_3919,yHMPu5000034933_Kuraishia_molischiana_Seq_5225,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3701",4,14,3,11.999999998,0.857142857,0.75,12,1,0
"32",32,32,1806,"OG1675","Candida_auris_Seq_2937, Candida_orthopsilosis_Seq_4677, Node24, Node47, Node48, Node51, Node72, Node74, Node77, yHMPu5000034625_Pichia_kudriavzevii_Seq_2528, yHMPu5000034885_Ogataea_zsoltii_Seq_173, yHMPu5000034933_Kuraishia_molischiana_Seq_4456",12,"YGR124W","Nakaseomyces_bracarensis_Seq_1191,Nakaseomyces_nivariensis_Seq_5037,Saprochaete_clavata_Seq_2628,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2818,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1714,Arxula_adeninivorans_Seq_1000,Saprochaete_clavata_Seq_2628,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2818,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1714,Arxula_adeninivorans_Seq_1000,yHMPu5000034933_Kuraishia_molischiana_Seq_4456,Ogataea_polymorpha_Seq_3198,yHMPu5000034885_Ogataea_zsoltii_Seq_173,Ogataea_polymorpha_Seq_3198,yHMPu5000034885_Ogataea_zsoltii_Seq_173,Candida_auris_Seq_2937,yHMPu5000035662_Meyerozyma_caribbica_Seq_1452,Candida_auris_Seq_2937,Candida_orthopsilosis_Seq_4677,yHMPu5000034625_Pichia_kudriavzevii_Seq_2528,yHMPu5000034885_Ogataea_zsoltii_Seq_173,yHMPu5000034933_Kuraishia_molischiana_Seq_4456",4,17,4,12.999999994,0.764705882,1,57,0,0
"33",33,33,1981,"OG1670","Arxula_adeninivorans_Seq_2699, Candida_auris_Seq_3894, Candida_orthopsilosis_Seq_3929, Kluyveromyces_marxianus_Seq_4380, Nakaseomyces_nivariensis_Seq_687, Node31, Node35, Node45, Node49, Node55, Saprochaete_clavata_Seq_1069, yHMPu5000034885_Ogataea_zsoltii_Seq_1394",12,"YDL191W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1606,Arxula_adeninivorans_Seq_2699,Saprochaete_clavata_Seq_1069,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2887,yHMPu5000034933_Kuraishia_molischiana_Seq_3697,yHMPu5000034885_Ogataea_zsoltii_Seq_1394,Kluyveromyces_marxianus_Seq_4380,Eremothecium_sinecaudum_Seq_2936,Eremothecium_coryli_Seq_569,yHAB143_Kazachstania_siamensis_Seq_878,Nakaseomyces_bracarensis_Seq_1532,Nakaseomyces_nivariensis_Seq_687,yHAB143_Kazachstania_siamensis_Seq_878,Nakaseomyces_bracarensis_Seq_1532,Nakaseomyces_nivariensis_Seq_687,Arxula_adeninivorans_Seq_2699,Candida_auris_Seq_3894,Candida_orthopsilosis_Seq_3929,Kluyveromyces_marxianus_Seq_4380,Nakaseomyces_nivariensis_Seq_687,Saprochaete_clavata_Seq_1069,yHMPu5000034885_Ogataea_zsoltii_Seq_1394",4,15,4,13.999999995,0.933333333,1,72,0,0
"34",34,34,2780,"OG2038","Arxula_adeninivorans_Seq_2497, Candida_auris_Seq_4572, Candida_orthopsilosis_Seq_4632, Kluyveromyces_marxianus_Seq_1303, Node31, Node33, Node52, Node53, Node74, Node78, yHAB143_Kazachstania_siamensis_Seq_167, yHMPu5000034933_Kuraishia_molischiana_Seq_753",12,"YBR196C","yHMPu5000034933_Kuraishia_molischiana_Seq_753,Ogataea_polymorpha_Seq_1130,yHMPu5000034885_Ogataea_zsoltii_Seq_2505,Ogataea_polymorpha_Seq_1130,yHMPu5000034885_Ogataea_zsoltii_Seq_2505,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3678,Arxula_adeninivorans_Seq_2497,Saprochaete_clavata_Seq_2198,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_649,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3678,Arxula_adeninivorans_Seq_2497,yHAB143_Kazachstania_siamensis_Seq_167,Eremothecium_sinecaudum_Seq_1329,Nakaseomyces_bracarensis_Seq_1296,Nakaseomyces_nivariensis_Seq_2566,Nakaseomyces_bracarensis_Seq_1296,Nakaseomyces_nivariensis_Seq_2566,Arxula_adeninivorans_Seq_2497,Candida_auris_Seq_4572,Candida_orthopsilosis_Seq_4632,Kluyveromyces_marxianus_Seq_1303,yHAB143_Kazachstania_siamensis_Seq_167,yHMPu5000034933_Kuraishia_molischiana_Seq_753",4,16,4,14,0.875,1,134,3,1
"35",35,35,4272,"OG1501","Arxula_adeninivorans_Seq_3882, Candida_auris_Seq_573, Candida_orthopsilosis_Seq_1565, Node24, Node56, Node6, Node64, Node82, Node87, Node91, yHAB143_Kazachstania_siamensis_Seq_5107, yHMPu5000034625_Pichia_kudriavzevii_Seq_660",12,"YPL160W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5540,Arxula_adeninivorans_Seq_3882,Saprochaete_clavata_Seq_6506,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1226,Eremothecium_coryli_Seq_1783,Eremothecium_sinecaudum_Seq_1301,Kluyveromyces_marxianus_Seq_626,yHAB143_Kazachstania_siamensis_Seq_5107,Nakaseomyces_bracarensis_Seq_3052,Nakaseomyces_nivariensis_Seq_3265,Nakaseomyces_bracarensis_Seq_3052,Nakaseomyces_nivariensis_Seq_3265,Candida_orthopsilosis_Seq_1565,Candida_auris_Seq_573,yHMPu5000035662_Meyerozyma_caribbica_Seq_3832,yHMPu5000034625_Pichia_kudriavzevii_Seq_660,yHMPu5000034933_Kuraishia_molischiana_Seq_4317,Ogataea_polymorpha_Seq_1054,yHMPu5000034885_Ogataea_zsoltii_Seq_163,Ogataea_polymorpha_Seq_1054,yHMPu5000034885_Ogataea_zsoltii_Seq_163,Arxula_adeninivorans_Seq_3882,Candida_auris_Seq_573,Candida_orthopsilosis_Seq_1565,yHAB143_Kazachstania_siamensis_Seq_5107,yHMPu5000034625_Pichia_kudriavzevii_Seq_660",4,17,4,17,1,1,40,11,4
"36",36,36,196,"OG1774","Node12, Node38, Node39, Node70, Node73, Node75, Node78, Node82, Node84, yHMPu5000034625_Pichia_kudriavzevii_Seq_5132, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3183",11,"YGR061C","yHMPu5000034625_Pichia_kudriavzevii_Seq_5132,Ogataea_polymorpha_Seq_3051,yHMPu5000034933_Kuraishia_molischiana_Seq_118,yHMPu5000034885_Ogataea_zsoltii_Seq_1933,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3183,Arxula_adeninivorans_Seq_1696,Saprochaete_clavata_Seq_5245,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4025,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3183,Arxula_adeninivorans_Seq_1696,yHAB143_Kazachstania_siamensis_Seq_2895,Kluyveromyces_marxianus_Seq_4611,Eremothecium_coryli_Seq_2323,Eremothecium_sinecaudum_Seq_2160,Nakaseomyces_bracarensis_Seq_1542,Nakaseomyces_nivariensis_Seq_2253,Kluyveromyces_marxianus_Seq_4611,Eremothecium_coryli_Seq_2323,Eremothecium_sinecaudum_Seq_2160,Eremothecium_coryli_Seq_2323,Eremothecium_sinecaudum_Seq_2160,Nakaseomyces_bracarensis_Seq_1542,Nakaseomyces_nivariensis_Seq_2253,Candida_orthopsilosis_Seq_1432,Candida_auris_Seq_1474,yHMPu5000035662_Meyerozyma_caribbica_Seq_3759,Candida_auris_Seq_1474,yHMPu5000035662_Meyerozyma_caribbica_Seq_3759,yHMPu5000034625_Pichia_kudriavzevii_Seq_5132,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3183",4,17,4,17,1,1,3,2,0
"37",37,37,960,"OG1446","Candida_orthopsilosis_Seq_395, Nakaseomyces_bracarensis_Seq_4462, Nakaseomyces_nivariensis_Seq_2408, Node16, Node21, Node3, Node79, Node80, yHMPu5000034625_Pichia_kudriavzevii_Seq_3275, yHMPu5000034885_Ogataea_zsoltii_Seq_1813, yHMPu5000035662_Meyerozyma_caribbica_Seq_1516",11,"YDL055C","Kluyveromyces_marxianus_Seq_4079,Nakaseomyces_bracarensis_Seq_4462,Eremothecium_coryli_Seq_3562,Nakaseomyces_nivariensis_Seq_2408,Candida_auris_Seq_3265,yHMPu5000035662_Meyerozyma_caribbica_Seq_1516,yHMPu5000034885_Ogataea_zsoltii_Seq_1813,yHMPu5000034933_Kuraishia_molischiana_Seq_4158,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_595,Arxula_adeninivorans_Seq_1567,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2457,Saprochaete_clavata_Seq_1524,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_595,Arxula_adeninivorans_Seq_1567,Candida_orthopsilosis_Seq_395,Nakaseomyces_bracarensis_Seq_4462,Nakaseomyces_nivariensis_Seq_2408,yHMPu5000034625_Pichia_kudriavzevii_Seq_3275,yHMPu5000034885_Ogataea_zsoltii_Seq_1813,yHMPu5000035662_Meyerozyma_caribbica_Seq_1516",4,14,4,14,1,1,113,0,0
"38",38,38,1377,"OG2071","Arxula_adeninivorans_Seq_3286, Candida_orthopsilosis_Seq_1515, Kluyveromyces_marxianus_Seq_2780, Node25, Node29, Node48, Node66, Node84, yHMPu5000034933_Kuraishia_molischiana_Seq_3681, yHMPu5000035662_Meyerozyma_caribbica_Seq_1168, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3810",11,"YNL071W","Nakaseomyces_bracarensis_Seq_1260,Nakaseomyces_nivariensis_Seq_923,Eremothecium_coryli_Seq_2185,Eremothecium_sinecaudum_Seq_3069,Eremothecium_coryli_Seq_2185,Eremothecium_sinecaudum_Seq_3069,yHMPu5000035662_Meyerozyma_caribbica_Seq_1168,Candida_auris_Seq_837,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1207,Arxula_adeninivorans_Seq_3286,Saprochaete_clavata_Seq_583,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3810,Arxula_adeninivorans_Seq_3286,Candida_orthopsilosis_Seq_1515,Kluyveromyces_marxianus_Seq_2780,yHMPu5000034933_Kuraishia_molischiana_Seq_3681,yHMPu5000035662_Meyerozyma_caribbica_Seq_1168,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3810",4,14,4,13.000000006,0.928571429,1,182,5,4
"39",39,39,1592,"OG2106","Candida_auris_Seq_2434, Candida_orthopsilosis_Seq_2493, Kluyveromyces_marxianus_Seq_1143, Node25, Node26, Node29, Node33, yHAB143_Kazachstania_siamensis_Seq_948, yHMPu5000034625_Pichia_kudriavzevii_Seq_104, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_740, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7256",11,"YLR340W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_740,Arxula_adeninivorans_Seq_2853,Saprochaete_clavata_Seq_290,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7256,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_740,Arxula_adeninivorans_Seq_2853,Saprochaete_clavata_Seq_290,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7256,Ogataea_polymorpha_Seq_2098,yHMPu5000034885_Ogataea_zsoltii_Seq_2633,Candida_auris_Seq_2434,Candida_orthopsilosis_Seq_2493,Kluyveromyces_marxianus_Seq_1143,yHAB143_Kazachstania_siamensis_Seq_948,yHMPu5000034625_Pichia_kudriavzevii_Seq_104,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_740,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7256",4,17,4,11.000000008,0.647058824,1,198,0,0
"40",41,41,2690,"OG1419","Candida_orthopsilosis_Seq_4674, Eremothecium_sinecaudum_Seq_98, Kluyveromyces_marxianus_Seq_2029, Node21, Node31, Node69, Node89, yHAB143_Kazachstania_siamensis_Seq_3535, yHMPu5000034625_Pichia_kudriavzevii_Seq_1552, yHMPu5000035662_Meyerozyma_caribbica_Seq_2428, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1091",11,"YPL198W","Nakaseomyces_bracarensis_Seq_3892,Nakaseomyces_nivariensis_Seq_4250,Candida_orthopsilosis_Seq_4674,yHMPu5000035662_Meyerozyma_caribbica_Seq_2428,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3208,Arxula_adeninivorans_Seq_4615,Ogataea_polymorpha_Seq_1811,yHMPu5000034885_Ogataea_zsoltii_Seq_4626,Candida_orthopsilosis_Seq_4674,Eremothecium_sinecaudum_Seq_98,Kluyveromyces_marxianus_Seq_2029,yHAB143_Kazachstania_siamensis_Seq_3535,yHMPu5000034625_Pichia_kudriavzevii_Seq_1552,yHMPu5000035662_Meyerozyma_caribbica_Seq_2428,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1091",4,15,4,13.000000005,0.866666667,1,173,3,3
"41",42,42,2966,"OG1629","Arxula_adeninivorans_Seq_1345, Candida_auris_Seq_915, Candida_orthopsilosis_Seq_4631, Kluyveromyces_marxianus_Seq_3235, Node42, Node52, Node61, Node93, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6072, yHMPu5000034885_Ogataea_zsoltii_Seq_3080, yHMPu5000034933_Kuraishia_molischiana_Seq_1328",11,"YFL018C","Kluyveromyces_marxianus_Seq_3235,Eremothecium_coryli_Seq_2781,Eremothecium_sinecaudum_Seq_2317,Nakaseomyces_bracarensis_Seq_4976,Nakaseomyces_nivariensis_Seq_201,Ogataea_polymorpha_Seq_1483,yHMPu5000034625_Pichia_kudriavzevii_Seq_4314,Candida_auris_Seq_915,yHMPu5000035662_Meyerozyma_caribbica_Seq_911,yHMPu5000034885_Ogataea_zsoltii_Seq_3080,yHMPu5000034933_Kuraishia_molischiana_Seq_1328,Arxula_adeninivorans_Seq_1345,Candida_auris_Seq_915,Candida_orthopsilosis_Seq_4631,Kluyveromyces_marxianus_Seq_3235,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6072,yHMPu5000034885_Ogataea_zsoltii_Seq_3080,yHMPu5000034933_Kuraishia_molischiana_Seq_1328",4,17,4,14.000000004,0.823529412,1,7,1,0
"42",43,43,3011,"OG2859","Candida_orthopsilosis_Seq_3359, Kluyveromyces_marxianus_Seq_978, Node36, Node39, Node41, Node56, Node58, yHAB143_Kazachstania_siamensis_Seq_1018, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2170, yHMPu5000034933_Kuraishia_molischiana_Seq_4309, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4823",11,"YGR282C","Saprochaete_clavata_Seq_1418,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4823,yHMPu5000034933_Kuraishia_molischiana_Seq_4309,Ogataea_polymorpha_Seq_1876,yHMPu5000034885_Ogataea_zsoltii_Seq_1646,Ogataea_polymorpha_Seq_1876,yHMPu5000034885_Ogataea_zsoltii_Seq_1646,Kluyveromyces_marxianus_Seq_978,Nakaseomyces_bracarensis_Seq_837,Nakaseomyces_nivariensis_Seq_2795,Nakaseomyces_bracarensis_Seq_837,Nakaseomyces_nivariensis_Seq_2795,Candida_orthopsilosis_Seq_3359,Kluyveromyces_marxianus_Seq_978,yHAB143_Kazachstania_siamensis_Seq_1018,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2170,yHMPu5000034933_Kuraishia_molischiana_Seq_4309,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4823",4,13,4,10.999999998,0.846153846,1,28,0,0
"43",44,44,3357,"OG1667","Candida_orthopsilosis_Seq_1418, Kluyveromyces_marxianus_Seq_1359, Node59, Node62, Node80, Node83, Node84, Node87, yHAB143_Kazachstania_siamensis_Seq_1012, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4358, yHMPu5000034933_Kuraishia_molischiana_Seq_4695",11,"YLR354C","Saprochaete_clavata_Seq_5135,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7982,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4358,Arxula_adeninivorans_Seq_2568,Candida_auris_Seq_3167,yHMPu5000035662_Meyerozyma_caribbica_Seq_3391,Nakaseomyces_bracarensis_Seq_3985,Nakaseomyces_nivariensis_Seq_3435,Kluyveromyces_marxianus_Seq_1359,Eremothecium_coryli_Seq_2673,Eremothecium_sinecaudum_Seq_3563,Nakaseomyces_bracarensis_Seq_3985,Nakaseomyces_nivariensis_Seq_3435,Kluyveromyces_marxianus_Seq_1359,Eremothecium_coryli_Seq_2673,Eremothecium_sinecaudum_Seq_3563,Candida_orthopsilosis_Seq_1418,Kluyveromyces_marxianus_Seq_1359,yHAB143_Kazachstania_siamensis_Seq_1012,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4358,yHMPu5000034933_Kuraishia_molischiana_Seq_4695",4,15,4,13.999999995,0.933333333,1,90,0,0
"44",45,45,3968,"OG1243","Arxula_adeninivorans_Seq_5864, Candida_auris_Seq_2916, Candida_orthopsilosis_Seq_1958, Node12, Node20, Node61, Node71, yHMPu5000034625_Pichia_kudriavzevii_Seq_4745, yHMPu5000034885_Ogataea_zsoltii_Seq_1922, yHMPu5000034933_Kuraishia_molischiana_Seq_143, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3876",11,"YDL082W","yHMPu5000034625_Pichia_kudriavzevii_Seq_4745,Ogataea_polymorpha_Seq_2343,yHMPu5000034885_Ogataea_zsoltii_Seq_1922,Candida_orthopsilosis_Seq_1958,yHMPu5000035662_Meyerozyma_caribbica_Seq_4456,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2102,Arxula_adeninivorans_Seq_5864,Nakaseomyces_bracarensis_Seq_2319,Nakaseomyces_nivariensis_Seq_669,Arxula_adeninivorans_Seq_5864,Candida_auris_Seq_2916,Candida_orthopsilosis_Seq_1958,yHMPu5000034625_Pichia_kudriavzevii_Seq_4745,yHMPu5000034885_Ogataea_zsoltii_Seq_1922,yHMPu5000034933_Kuraishia_molischiana_Seq_143,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3876",4,17,4,12.000000001,0.705882353,1,135,1,1
"45",46,46,4131,"OG1633","Candida_auris_Seq_2590, Candida_orthopsilosis_Seq_3194, Kluyveromyces_marxianus_Seq_1584, Node16, Node20, Node22, Node37, Node53, Ogataea_polymorpha_Seq_183, yHMPu5000034933_Kuraishia_molischiana_Seq_1392, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_61",11,"YBR031W","Eremothecium_coryli_Seq_3686,Kluyveromyces_marxianus_Seq_1584,yHAB143_Kazachstania_siamensis_Seq_1024,Nakaseomyces_bracarensis_Seq_3722,Nakaseomyces_nivariensis_Seq_5040,yHAB143_Kazachstania_siamensis_Seq_1024,Nakaseomyces_bracarensis_Seq_3722,Nakaseomyces_nivariensis_Seq_5040,Nakaseomyces_bracarensis_Seq_3722,Nakaseomyces_nivariensis_Seq_5040,Saprochaete_clavata_Seq_3421,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_61,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6032,Arxula_adeninivorans_Seq_5139,Candida_auris_Seq_2590,Candida_orthopsilosis_Seq_3194,Kluyveromyces_marxianus_Seq_1584,Ogataea_polymorpha_Seq_183,yHMPu5000034933_Kuraishia_molischiana_Seq_1392,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_61",4,13,4,13,1,1,176,0,0
"46",47,47,4258,"OG1835","Arxula_adeninivorans_Seq_701, Candida_orthopsilosis_Seq_633, Kluyveromyces_marxianus_Seq_3129, Node35, Node5, Node78, Node82, Saprochaete_clavata_Seq_3829, yHMPu5000034625_Pichia_kudriavzevii_Seq_1995, yHMPu5000034933_Kuraishia_molischiana_Seq_44, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_310",11,"YKL085W","Candida_auris_Seq_274,yHMPu5000035662_Meyerozyma_caribbica_Seq_663,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1642,Arxula_adeninivorans_Seq_701,Eremothecium_coryli_Seq_231,Eremothecium_sinecaudum_Seq_4238,Nakaseomyces_bracarensis_Seq_2678,Nakaseomyces_nivariensis_Seq_3282,Nakaseomyces_bracarensis_Seq_2678,Nakaseomyces_nivariensis_Seq_3282,Arxula_adeninivorans_Seq_701,Candida_orthopsilosis_Seq_633,Kluyveromyces_marxianus_Seq_3129,Saprochaete_clavata_Seq_3829,yHMPu5000034625_Pichia_kudriavzevii_Seq_1995,yHMPu5000034933_Kuraishia_molischiana_Seq_44,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_310",4,17,4,14.000000004,0.823529412,1,17,0,0
"47",49,49,646,"OG1234","Candida_orthopsilosis_Seq_831, Kluyveromyces_marxianus_Seq_4574, Node34, Node38, Node64, Node65, Node67, Ogataea_polymorpha_Seq_3357, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5075, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7824",10,"YDR155C","Saprochaete_clavata_Seq_2069,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5075,Ogataea_polymorpha_Seq_3357,yHMPu5000034933_Kuraishia_molischiana_Seq_3823,Ogataea_polymorpha_Seq_3357,yHMPu5000034933_Kuraishia_molischiana_Seq_3823,Kluyveromyces_marxianus_Seq_4574,Eremothecium_coryli_Seq_3537,Eremothecium_sinecaudum_Seq_3291,Nakaseomyces_nivariensis_Seq_1101,yHAB143_Kazachstania_siamensis_Seq_128,Kluyveromyces_marxianus_Seq_4574,Eremothecium_coryli_Seq_3537,Eremothecium_sinecaudum_Seq_3291,Eremothecium_coryli_Seq_3537,Eremothecium_sinecaudum_Seq_3291,Candida_orthopsilosis_Seq_831,Kluyveromyces_marxianus_Seq_4574,Ogataea_polymorpha_Seq_3357,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5075,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7824",4,13,4,10.999999998,0.846153846,1,191,2,1
