"","OG","dN_dS","group"
"4528","OG6261",0.03625,"All_OG"
"4529","OG8071",0.2574,"All_OG"
"4530","OG1896",0.0335,"All_OG"
"4531","OG12598",0.0451,"All_OG"
"4532","OG11675",0.3157,"All_OG"
"4533","OG10835",0.406,"All_OG"
"4534","OG3591",0.4408,"All_OG"
"4535","OG4645",0.155,"All_OG"
"4536","OG6262",0.3203,"All_OG"
"4537","OG10669",0.36965,"All_OG"
"4538","OG17852",0.40505,"All_OG"
"4539","OG7285",0.26105,"All_OG"
"4540","OG3539",0.2423,"All_OG"
"4541","OG17625",0.1551,"All_OG"
"4542","OG17466",0.1503,"All_OG"
"4543","OG2247",0.1375,"All_OG"
"4544","OG6316",0.083,"All_OG"
"4545","OG5427",0.18075,"All_OG"
"4546","OG10858",0.0497,"All_OG"
"4547","OG1300",0.3252,"All_OG"
"4548","OG1567",0.1407,"All_OG"
"4549","OG9747",0.3827,"All_OG"
"4550","OG1718",0.1342,"All_OG"
"4551","OG7149",0.204,"All_OG"
"4552","OG5463",0.24045,"All_OG"
"4553","OG1860",0.0794,"All_OG"
"4554","OG10845",0.37445,"All_OG"
"4555","OG8675",0.1379,"All_OG"
"4556","OG6323",0.332,"All_OG"
"4557","OG11605",0.3966,"All_OG"
"4558","OG10529",0.2164,"All_OG"
"4559","OG8659",0.2736,"All_OG"
"4560","OG6807",0.41085,"All_OG"
"4561","OG9307",0.2899,"All_OG"
"4562","OG4171",0.163,"All_OG"
"4563","OG1433",0.0801,"All_OG"
"4564","OG16121",0.2183,"All_OG"
"4565","OG11268",0.1842,"All_OG"
"4566","OG14562",0.2052,"All_OG"
"4567","OG4892",0.1317,"All_OG"
"4568","OG7565",0.2558,"All_OG"
"4569","OG5743",0.24295,"All_OG"
"4570","OG7467",0.3175,"All_OG"
"4571","OG5233",0.44235,"All_OG"
"4572","OG8312",0.3712,"All_OG"
"4573","OG1199",0.1025,"All_OG"
"4574","OG1436",0.1871,"All_OG"
"4575","OG7946",0.3216,"All_OG"
"4576","OG13282",0.1994,"All_OG"
"4577","OG2555",0.2333,"All_OG"
"4578","OG2314",0.35155,"All_OG"
"4579","OG12150",0.20345,"All_OG"
"4580","OG8677",0.2197,"All_OG"
"4581","OG13113",0.2197,"All_OG"
"4582","OG1677",0.2467,"All_OG"
"4583","OG14757",0.11585,"All_OG"
"4584","OG16643",0.1338,"All_OG"
"4585","OG13768",0.4208,"All_OG"
"4586","OG14819",0.1839,"All_OG"
"4587","OG15739",0.1046,"All_OG"
"4588","OG6720",0.3937,"All_OG"
"4589","OG8554",0.0936,"All_OG"
"4590","OG7936",0.24705,"All_OG"
"4591","OG1560",0.014,"All_OG"
"4592","OG9036",0.07865,"All_OG"
"4593","OG5594",0.3719,"All_OG"
"4594","OG4016",0.1156,"All_OG"
"4595","OG11768",0.2224,"All_OG"
"4596","OG15909",0.3457,"All_OG"
"4597","OG18432",0.4824,"All_OG"
"4598","OG15585",0.35925,"All_OG"
"4599","OG3341",0.2398,"All_OG"
"4600","OG18024",0.30185,"All_OG"
"4601","OG4543",0.06495,"All_OG"
"4602","OG8966",0.1616,"All_OG"
"4603","OG7775",0.159,"All_OG"
"4604","OG8094",0.2508,"All_OG"
"4605","OG5434",0.0259,"All_OG"
"4606","OG8285",0.17435,"All_OG"
"4607","OG13025",0.2977,"All_OG"
"4608","OG2479",0.2304,"All_OG"
"4609","OG7644",0.2189,"All_OG"
"4610","OG9289",0.3997,"All_OG"
"4611","OG6592",0.2435,"All_OG"
"4612","OG3039",0.0484,"All_OG"
"4613","OG7460",0.3212,"All_OG"
"4614","OG3058",0.2256,"All_OG"
"4615","OG4702",0.19835,"All_OG"
"4616","OG15974",0.1869,"All_OG"
"4617","OG5933",0.1749,"All_OG"
"4618","OG13853",0.3532,"All_OG"
"4619","OG1499",0.1581,"All_OG"
"4620","OG4225",0.1778,"All_OG"
"4621","OG16306",0.4039,"All_OG"
"4622","OG1796",0.0688,"All_OG"
"4623","OG7784",0.4026,"All_OG"
"4624","OG10551",0.1858,"All_OG"
"4625","OG13767",0.1868,"All_OG"
"4626","OG6668",0.0587,"All_OG"
"4627","OG11077",0.15805,"All_OG"
"4628","OG9119",0.2294,"All_OG"
"4629","OG9516",0.1541,"All_OG"
"4630","OG2505",0.34515,"All_OG"
"4631","OG3767",0.1153,"All_OG"
"4632","OG11030",0.321,"All_OG"
"4633","OG18459",0.4176,"All_OG"
"4634","OG8609",0.27,"All_OG"
"4635","OG14768",0.1997,"All_OG"
"4636","OG10662",0.34985,"All_OG"
"4637","OG12986",0.3506,"All_OG"
"4638","OG5806",0.0805,"All_OG"
"4639","OG13931",0.1719,"All_OG"
"4640","OG2422",0.058,"All_OG"
"4641","OG7909",0.2976,"All_OG"
"4642","OG8531",0.2199,"All_OG"
"4643","OG6757",0.50265,"All_OG"
"4644","OG9649",0.37,"All_OG"
"4645","OG3158",0.2132,"All_OG"
"4646","OG11032",0.2397,"All_OG"
"4647","OG3033",0.40095,"All_OG"
"4648","OG17585",0.0954,"All_OG"
"4649","OG5834",0.2757,"All_OG"
"4650","OG7235",0.1393,"All_OG"
"4651","OG15995",0.25705,"All_OG"
"4652","OG6194",0.09005,"All_OG"
"4653","OG5601",0.1206,"All_OG"
"4654","OG12012",0.24885,"All_OG"
"4655","OG14342",0.4707,"All_OG"
"4656","OG2539",0.19555,"All_OG"
"4657","OG12258",0.14195,"All_OG"
"4658","OG17267",0.2123,"All_OG"
"4659","OG12022",0.3723,"All_OG"
"4660","OG11374",0.16235,"All_OG"
"4661","OG12980",0.1794,"All_OG"
"4662","OG4901",0.3161,"All_OG"
"4663","OG8662",0.1771,"All_OG"
"4664","OG13167",0.0372,"All_OG"
"4665","OG6895",0.2416,"All_OG"
"4666","OG3852",0.3032,"All_OG"
"4667","OG6189",0.2402,"All_OG"
"4668","OG5131",0.2038,"All_OG"
"4669","OG14030",0.27585,"All_OG"
"4670","OG4595",0.3048,"All_OG"
"4671","OG14755",0.30505,"All_OG"
"4672","OG4202",0.3412,"All_OG"
"4673","OG3077",0.0816,"All_OG"
"4674","OG2860",0.19705,"All_OG"
"4675","OG4208",0.0455,"All_OG"
"4676","OG8626",0.18825,"All_OG"
"4677","OG11611",0.0816,"All_OG"
"4678","OG9104",0.104,"All_OG"
"4679","OG9048",0.197,"All_OG"
"4680","OG2701",0.2343,"All_OG"
"4681","OG13030",0.2684,"All_OG"
"4682","OG8688",0.0848,"All_OG"
"4683","OG12535",0.09145,"All_OG"
"4684","OG2556",0.1092,"All_OG"
"4685","OG7330",0.0996,"All_OG"
"4686","OG14485",0.1769,"All_OG"
"4687","OG9135",0.34005,"All_OG"
"4688","OG11508",0.3464,"All_OG"
"4689","OG3811",0.1927,"All_OG"
"4690","OG17652",0.1632,"All_OG"
"4691","OG7825",0.5883,"All_OG"
"4692","OG4515",0.1386,"All_OG"
"4693","OG8317",0.2692,"All_OG"
"4694","OG11034",0.08705,"All_OG"
"4695","OG11929",0.21855,"All_OG"
"4696","OG2687",0.0921,"All_OG"
"4697","OG7380",0.3782,"All_OG"
"4698","OG3642",0.3696,"All_OG"
"4699","OG3055",0.4636,"All_OG"
"4700","OG9001",0.1473,"All_OG"
"4701","OG13091",0.2801,"All_OG"
"4702","OG15097",0.4985,"All_OG"
"4703","OG5729",0.0915,"All_OG"
"4704","OG9506",0.1083,"All_OG"
"4705","OG12797",0.24,"All_OG"
"4706","OG15321",0.1419,"All_OG"
"4707","OG9072",0.04475,"All_OG"
"4708","OG13754",0.15515,"All_OG"
"4709","OG5118",0.1833,"All_OG"
"4710","OG9811",0.26945,"All_OG"
"4711","OG8277",0.2693,"All_OG"
"4712","OG1165",0.065,"All_OG"
"4713","OG8641",0.47075,"All_OG"
"4714","OG2848",0.1308,"All_OG"
"4715","OG9245",0.3543,"All_OG"
"4716","OG8143",0.2638,"All_OG"
"4717","OG4301",0.272,"All_OG"
"4718","OG16700",0.31365,"All_OG"
"4719","OG16759",0.224,"All_OG"
"4720","OG16992",0.39585,"All_OG"
"4721","OG1473",0.013,"All_OG"
"4722","OG10008",0.3691,"All_OG"
"4723","OG7978",0.3185,"All_OG"
"4724","OG4476",0.1012,"All_OG"
"4725","OG4878",0.3269,"All_OG"
"4726","OG7181",0.4236,"All_OG"
"4727","OG15994",0.3013,"All_OG"
"4728","OG3947",0.0777,"All_OG"
"4729","OG1258",0.2276,"All_OG"
"4730","OG5740",0.3503,"All_OG"
"4731","OG1825",0.1127,"All_OG"
"4732","OG14925",0.2913,"All_OG"
"4733","OG2321",0.1656,"All_OG"
"4734","OG11556",0.4089,"All_OG"
"4735","OG12229",0.57565,"All_OG"
"4736","OG13343",0.2326,"All_OG"
"4737","OG18262",0.247,"All_OG"
"4738","OG6156",0.2602,"All_OG"
"4739","OG2620",0.0612,"All_OG"
"4740","OG8913",0.3195,"All_OG"
"4741","OG1989",0.01065,"All_OG"
"4742","OG12518",0.26155,"All_OG"
"4743","OG14739",0.1449,"All_OG"
"4744","OG4215",0.2079,"All_OG"
"4745","OG3523",0.23115,"All_OG"
"4746","OG12341",0.2911,"All_OG"
"4747","OG11912",0.23795,"All_OG"
"4748","OG2402",0.2057,"All_OG"
"4749","OG9843",0.0471,"All_OG"
"4750","OG5493",0.26515,"All_OG"
"4751","OG6131",0.3533,"All_OG"
"4752","OG12364",0.3343,"All_OG"
"4753","OG5251",0.36015,"All_OG"
"4754","OG10694",0.3802,"All_OG"
"4755","OG6826",0.1832,"All_OG"
"4756","OG7068",0.298,"All_OG"
"4757","OG12235",0.39895,"All_OG"
"4758","OG8142",0.1705,"All_OG"
"4759","OG3030",0.0998,"All_OG"
"4760","OG16105",0.1774,"All_OG"
"4761","OG1315",0.18925,"All_OG"
"4762","OG6998",0.1525,"All_OG"
"4763","OG1621",0.1144,"All_OG"
"4764","OG8629",0.1445,"All_OG"
"4765","OG2958",0.1526,"All_OG"
"4766","OG10123",0.1876,"All_OG"
"4767","OG7010",0.4405,"All_OG"
"4768","OG1286",0.09735,"All_OG"
"4769","OG12360",0.1407,"All_OG"
"4770","OG12512",0.0998,"All_OG"
"4771","OG16359",0.6366,"All_OG"
"4772","OG4646",0.27575,"All_OG"
"4773","OG7338",0.2734,"All_OG"
"4774","OG9334",0.40065,"All_OG"
"4775","OG10105",0.24005,"All_OG"
"4776","OG12506",0.20295,"All_OG"
"4777","OG5506",0.33765,"All_OG"
"4778","OG1862",0.0764,"All_OG"
"4779","OG3564",0.2177,"All_OG"
"4780","OG2461",0.0935,"All_OG"
"4781","OG15269",0.3227,"All_OG"
"4782","OG2042",0.09425,"All_OG"
"4783","OG8886",0.3086,"All_OG"
"4784","OG8248",0.30885,"All_OG"
"4785","OG5875",0.1551,"All_OG"
"4786","OG14884",0.3496,"All_OG"
"4787","OG3551",0.1008,"All_OG"
"4788","OG17141",0.1834,"All_OG"
"4789","OG3349",0.5182,"All_OG"
"4790","OG7836",0.3085,"All_OG"
"4791","OG14975",0.32695,"All_OG"
"4792","OG5596",0.117,"All_OG"
"4793","OG8819",0.3034,"All_OG"
"4794","OG6579",0.3713,"All_OG"
"4795","OG1795",0.1303,"All_OG"
"4796","OG17029",0.4972,"All_OG"
"4797","OG12149",0.1209,"All_OG"
"4798","OG6297",0.25985,"All_OG"
"4799","OG6577",0.3331,"All_OG"
"4800","OG5972",0.2233,"All_OG"
"4801","OG2390",0.057,"All_OG"
"4802","OG8191",0.2793,"All_OG"
"4803","OG12271",0.40995,"All_OG"
"4804","OG13719",0.189,"All_OG"
"4805","OG10435",0.2283,"All_OG"
"4806","OG11846",0.18985,"All_OG"
"4807","OG17970",0.23425,"All_OG"
"4808","OG5408",0.16235,"All_OG"
"4809","OG9336",0.3436,"All_OG"
"4810","OG2483",0.2909,"All_OG"
"4811","OG2285",0.11635,"All_OG"
"4812","OG10140",0.1951,"All_OG"
"4813","OG14954",0.099,"All_OG"
"4814","OG5855",0.3036,"All_OG"
"4815","OG16945",0.5195,"All_OG"
"4816","OG10167",0.2595,"All_OG"
"4817","OG4002",0.16,"All_OG"
"4818","OG8614",0.364,"All_OG"
"4819","OG5306",0.4234,"All_OG"
"4820","OG15463",0.31155,"All_OG"
"4821","OG15987",0.2826,"All_OG"
"4822","OG16317",0.2015,"All_OG"
"4823","OG15636",0.0801,"All_OG"
"4824","OG12015",0.373,"All_OG"
"4825","OG15313",0.1929,"All_OG"
"4826","OG9515",0.2407,"All_OG"
"4827","OG14683",0.3544,"All_OG"
"4828","OG10476",0.23985,"All_OG"
"4829","OG5186",0.2415,"All_OG"
"4830","OG10855",0.1978,"All_OG"
"4831","OG6930",0.0568,"All_OG"
"4832","OG18663",0.2026,"All_OG"
"4833","OG1426",0.1642,"All_OG"
"4834","OG6767",0.19775,"All_OG"
"4835","OG3248",0.2341,"All_OG"
"4836","OG1513",0.12935,"All_OG"
"4837","OG8777",0.0046,"All_OG"
"4838","OG8585",0.1418,"All_OG"
"4839","OG3534",0.0868,"All_OG"
"4840","OG8993",0.3179,"All_OG"
"4841","OG3998",0.2271,"All_OG"
"4842","OG14500",0.2451,"All_OG"
"4843","OG10216",0.0341,"All_OG"
"4844","OG9725",0.2003,"All_OG"
"4845","OG2924",0.1445,"All_OG"
"4846","OG13742",0.3536,"All_OG"
"4847","OG11598",0.3487,"All_OG"
"4848","OG2243",0.1552,"All_OG"
"4849","OG7476",0.02615,"All_OG"
"4850","OG16648",0.125,"All_OG"
"4851","OG8768",0.3985,"All_OG"
"4852","OG12924",0.59245,"All_OG"
"4853","OG6996",0.26585,"All_OG"
"4854","OG14321",0.05295,"All_OG"
"4855","OG16009",0.2259,"All_OG"
"4856","OG9716",0.3909,"All_OG"
"4857","OG4525",0.4066,"All_OG"
"4858","OG5192",0.2733,"All_OG"
"4859","OG17363",0.2256,"All_OG"
"4860","OG3825",0.16705,"All_OG"
"4861","OG4571",0.1757,"All_OG"
"4862","OG6559",0.1844,"All_OG"
"4863","OG8066",0.402,"All_OG"
"4864","OG18070",0.16665,"All_OG"
"4865","OG16165",0.3513,"All_OG"
"4866","OG7779",0.367,"All_OG"
"4867","OG3324",0.334,"All_OG"
"4868","OG6993",0.4968,"All_OG"
"4869","OG7011",0.5487,"All_OG"
"4870","OG10304",0.0455,"All_OG"
"4871","OG15828",0.24815,"All_OG"
"4872","OG8816",0.1703,"All_OG"
"4873","OG5744",0.0964,"All_OG"
"4874","OG4349",0.1985,"All_OG"
"4875","OG14655",0.1216,"All_OG"
"4876","OG1837",0.1053,"All_OG"
"4877","OG3904",0.206,"All_OG"
"4878","OG7902",0.3707,"All_OG"
"4879","OG1522",0.06995,"All_OG"
"4880","OG10456",0.2511,"All_OG"
"4881","OG8466",0.105,"All_OG"
"4882","OG6198",0.42735,"All_OG"
"4883","OG7157",0.4027,"All_OG"
"4884","OG14939",0.2462,"All_OG"
"4885","OG10333",0.3035,"All_OG"
"4886","OG8395",0.26435,"All_OG"
"4887","OG5708",0.31745,"All_OG"
"4888","OG9210",0.54685,"All_OG"
"4889","OG15288",0.21105,"All_OG"
"4890","OG14083",0.37705,"All_OG"
"4891","OG7748",0.5252,"All_OG"
"4892","OG5675",0.4402,"All_OG"
"4893","OG17995",0.2582,"All_OG"
"4894","OG5565",0.20385,"All_OG"
"4895","OG7395",0.2972,"All_OG"
"4896","OG15120",0.3395,"All_OG"
"4897","OG4043",0.1944,"All_OG"
"4898","OG11354",0.1781,"All_OG"
"4899","OG11982",0.1589,"All_OG"
"4900","OG13836",0.1845,"All_OG"
"4901","OG11972",0.308,"All_OG"
"4902","OG2235",0.19315,"All_OG"
"4903","OG1237",0.08625,"All_OG"
"4904","OG15374",0.2956,"All_OG"
"4905","OG6136",0.0798,"All_OG"
"4906","OG1491",0.0592,"All_OG"
"4907","OG12661",1.02745,"All_OG"
"4908","OG2753",0.3439,"All_OG"
"4909","OG12668",0.318,"All_OG"
"4910","OG9323",0.2432,"All_OG"
"4911","OG6760",0.4136,"All_OG"
"4912","OG17492",0.1859,"All_OG"
"4913","OG9636",0.0994,"All_OG"
"4914","OG9951",0.2162,"All_OG"
"4915","OG12043",0.302,"All_OG"
"4916","OG11686",0.3713,"All_OG"
"4917","OG1320",0.1672,"All_OG"
"4918","OG3315",0.3692,"All_OG"
"4919","OG4461",0.21205,"All_OG"
"4920","OG16114",0.29965,"All_OG"
"4921","OG15372",0.2461,"All_OG"
"4922","OG1940",0.2127,"All_OG"
"4923","OG16687",0.35645,"All_OG"
"4924","OG4813",0.1486,"All_OG"
"4925","OG4938",0.2286,"All_OG"
"4926","OG5568",0.1937,"All_OG"
"4927","OG4234",0.2424,"All_OG"
"4928","OG5950",0.13635,"All_OG"
"4929","OG14145",0.1446,"All_OG"
"4930","OG17773",0.1046,"All_OG"
"4931","OG8651",0.3104,"All_OG"
"4932","OG1653",0.0294,"All_OG"
"4933","OG8429",0.36215,"All_OG"
"4934","OG13107",0.1725,"All_OG"
"4935","OG10048",0.2071,"All_OG"
"4936","OG6917",0.4246,"All_OG"
"4937","OG3730",0.3346,"All_OG"
"4938","OG15450",0.1891,"All_OG"
"4939","OG5551",0.376,"All_OG"
"4940","OG3527",0.3418,"All_OG"
"4941","OG10294",0.3409,"All_OG"
"4942","OG6830",0.28105,"All_OG"
"4943","OG3356",0.0921,"All_OG"
"4944","OG11548",0.3733,"All_OG"
"4945","OG3633",0.1554,"All_OG"
"4946","OG1721",0.04995,"All_OG"
"4947","OG7334",0.3322,"All_OG"
"4948","OG11988",0.176,"All_OG"
"4949","OG12109",0.3649,"All_OG"
"4950","OG12864",0.48825,"All_OG"
"4951","OG16129",0.1481,"All_OG"
"4952","OG16947",0.83915,"All_OG"
"4953","OG4011",0.15515,"All_OG"
"4954","OG10365",0.3575,"All_OG"
"4955","OG6004",0.2717,"All_OG"
"4956","OG6671",0.25795,"All_OG"
"4957","OG2651",0.1058,"All_OG"
"4958","OG13821",0.2959,"All_OG"
"4959","OG14629",0.3052,"All_OG"
"4960","OG15743",0.3918,"All_OG"
"4961","OG12253",0.2397,"All_OG"
"4962","OG1475",0.121,"All_OG"
"4963","OG5545",0.30115,"All_OG"
"4964","OG1765",0.1079,"All_OG"
"4965","OG4019",0.3373,"All_OG"
"4966","OG12214",0.35615,"All_OG"
"4967","OG1260",0.0711,"All_OG"
"4968","OG3733",0.33,"All_OG"
"4969","OG6353",0.23955,"All_OG"
"4970","OG12252",0.2917,"All_OG"
"4971","OG5125",0.1869,"All_OG"
"4972","OG16188",0.4304,"All_OG"
"4973","OG14600",0.3682,"All_OG"
"4974","OG1630",0.2319,"All_OG"
"4975","OG10910",0.0304,"All_OG"
"4976","OG14188",0.35235,"All_OG"
"4977","OG12972",0.29505,"All_OG"
"4978","OG9387",0.4122,"All_OG"
"4979","OG6855",0.3215,"All_OG"
"4980","OG5411",0.14885,"All_OG"
"4981","OG11379",0.3435,"All_OG"
"4982","OG13761",0.2298,"All_OG"
"4983","OG14735",0.232,"All_OG"
"4984","OG13874",0.1322,"All_OG"
"4985","OG5039",0.2229,"All_OG"
"4986","OG14061",0.1294,"All_OG"
"4987","OG14632",0.2716,"All_OG"
"4988","OG6534",0.3931,"All_OG"
"4989","OG3340",0.2788,"All_OG"
"4990","OG4629",0.1926,"All_OG"
"4991","OG3890",0.1334,"All_OG"
"4992","OG17938",0.1603,"All_OG"
"4993","OG4963",0.1822,"All_OG"
"4994","OG13607",0.3848,"All_OG"
"4995","OG8069",0.29885,"All_OG"
"4996","OG7272",0.3816,"All_OG"
"4997","OG12049",0.26165,"All_OG"
"4998","OG10507",0.0509,"All_OG"
"4999","OG6574",0.17485,"All_OG"
"5000","OG17284",0.3157,"All_OG"
"5001","OG3427",0.226,"All_OG"
"5002","OG8584",0.18125,"All_OG"
"5003","OG5285",0.17695,"All_OG"
"5004","OG10620",0.4507,"All_OG"
"5005","OG8172",0.305,"All_OG"
"5006","OG17348",0.2859,"All_OG"
"5007","OG12955",0.2832,"All_OG"
"5008","OG13968",0.2562,"All_OG"
"5009","OG14700",0.4857,"All_OG"
"5010","OG4522",0.4085,"All_OG"
"5011","OG1942",0.149,"All_OG"
"5012","OG1446",0.0626,"All_OG"
"5013","OG1608",0.0516,"All_OG"
"5014","OG17841",0.2416,"All_OG"
"5015","OG2068",0.0808,"All_OG"
"5016","OG3286",0.16195,"All_OG"
"5017","OG7269",0.1822,"All_OG"
"5018","OG16155",0.3306,"All_OG"
"5019","OG16247",0.2643,"All_OG"
"5020","OG3422",0.0998,"All_OG"
"5021","OG6772",0.3792,"All_OG"
"5022","OG5372",0.1869,"All_OG"
"5023","OG13235",0.483,"All_OG"
"5024","OG9959",0.38535,"All_OG"
"5025","OG6018",0.294,"All_OG"
"5026","OG13059",0.3398,"All_OG"
"5027","OG16242",0.5127,"All_OG"
"5028","OG6337",0.1116,"All_OG"
"5029","OG7816",0.2085,"All_OG"
"5030","OG15467",0.14515,"All_OG"
"5031","OG15454",0.361,"All_OG"
"5032","OG12000",0.869,"All_OG"
"5033","OG3467",0.1526,"All_OG"
"5034","OG7177",0.2905,"All_OG"
"5035","OG8478",0.1975,"All_OG"
"5036","OG10923",0.27675,"All_OG"
"5037","OG7726",0.24,"All_OG"
"5038","OG2244",0.24515,"All_OG"
"5039","OG11146",0.29035,"All_OG"
"5040","OG6819",0.3638,"All_OG"
"5041","OG7791",0.1021,"All_OG"
"5042","OG5180",0.3109,"All_OG"
"5043","OG11602",0.2925,"All_OG"
"5044","OG10624",0.29715,"All_OG"
"5045","OG11902",0.3404,"All_OG"
"5046","OG7254",0.2303,"All_OG"
"5047","OG3226",0.0832,"All_OG"
"5048","OG8559",0.298,"All_OG"
"5049","OG6843",0.17235,"All_OG"
"5050","OG1230",0.07645,"All_OG"
"5051","OG15460",0.42965,"All_OG"
"5052","OG4040",0.28595,"All_OG"
"5053","OG10339",0.4637,"All_OG"
"5054","OG14341",0.206,"All_OG"
"5055","OG14454",0.2857,"All_OG"
"5056","OG7937",0.54845,"All_OG"
"5057","OG2582",0.302,"All_OG"
"5058","OG10639",0.23255,"All_OG"
"5059","OG6703",0.3574,"All_OG"
"5060","OG10550",0.3831,"All_OG"
"5061","OG7660",0.18395,"All_OG"
"5062","OG13481",0.64675,"All_OG"
"5063","OG17583",0.3384,"All_OG"
"5064","OG1699",0.2303,"All_OG"
"5065","OG4572",0.11935,"All_OG"
"5066","OG15582",0.39995,"All_OG"
"5067","OG9653",0.1899,"All_OG"
"5068","OG5988",0.1872,"All_OG"
"5069","OG5352",0.33655,"All_OG"
"5070","OG18401",0.24795,"All_OG"
"5071","OG11214",0.18225,"All_OG"
"5072","OG10084",0.2799,"All_OG"
"5073","OG4271",0.12825,"All_OG"
"5074","OG18261",0.2187,"All_OG"
"5075","OG6567",0.0763,"All_OG"
"5076","OG15413",0.1488,"All_OG"
"5077","OG15623",0.08165,"All_OG"
"5078","OG16636",0.20615,"All_OG"
"5079","OG2252",0.0875,"All_OG"
"5080","OG13527",0.1839,"All_OG"
"5081","OG7246",0.2879,"All_OG"
"5082","OG8952",0.3086,"All_OG"
"5083","OG2954",0.0155,"All_OG"
"5084","OG7205",0.019,"All_OG"
"5085","OG5278",0.07015,"All_OG"
"5086","OG8325",0.32775,"All_OG"
"5087","OG5134",0.09165,"All_OG"
"5088","OG5780",0.18115,"All_OG"
"5089","OG7111",0.22485,"All_OG"
"5090","OG4872",0.1722,"All_OG"
"5091","OG11145",0.4429,"All_OG"
"5092","OG17676",0.0931,"All_OG"
"5093","OG8150",0.1872,"All_OG"
"5094","OG11123",0.2843,"All_OG"
"5095","OG7089",0.1378,"All_OG"
"5096","OG3271",0.2197,"All_OG"
"5097","OG5010",0.0726,"All_OG"
"5098","OG18427",0.3643,"All_OG"
"5099","OG15304",0.4482,"All_OG"
"5100","OG9018",0.1814,"All_OG"
"5101","OG1875",0.0184,"All_OG"
"5102","OG8858",0.2921,"All_OG"
"5103","OG9141",0.1711,"All_OG"
"5104","OG16438",0.21675,"All_OG"
"5105","OG6936",0.40535,"All_OG"
"5106","OG16959",0.5067,"All_OG"
"5107","OG6358",0.21385,"All_OG"
"5108","OG15409",0.04775,"All_OG"
"5109","OG15215",0.17855,"All_OG"
"5110","OG15194",0.3491,"All_OG"
"5111","OG17682",0.1425,"All_OG"
"5112","OG1188",0.0987,"All_OG"
"5113","OG12608",0.17325,"All_OG"
"5114","OG8298",0.4134,"All_OG"
"5115","OG2506",0.1357,"All_OG"
"5116","OG15340",0.1878,"All_OG"
"5117","OG9276",0.3694,"All_OG"
"5118","OG14633",0.30645,"All_OG"
"5119","OG5577",0.0257,"All_OG"
"5120","OG3845",0.0801,"All_OG"
"5121","OG4960",0.0945,"All_OG"
"5122","OG14182",0.2988,"All_OG"
"5123","OG7104",0.5699,"All_OG"
"5124","OG15576",0.52445,"All_OG"
"5125","OG5718",0.05415,"All_OG"
"5126","OG11012",0.4545,"All_OG"
"5127","OG15397",0.3181,"All_OG"
"5128","OG12277",0.42885,"All_OG"
"5129","OG7261",0.248,"All_OG"
"5130","OG8022",0.31705,"All_OG"
"5131","OG2280",0.1525,"All_OG"
"5132","OG17039",0.30245,"All_OG"
"5133","OG7248",0.3524,"All_OG"
"5134","OG4842",0.2755,"All_OG"
"5135","OG12609",0.2243,"All_OG"
"5136","OG16069",0.204,"All_OG"
"5137","OG7997",0.1711,"All_OG"
"5138","OG10708",0.21455,"All_OG"
"5139","OG9364",0.2367,"All_OG"
"5140","OG7404",0.33875,"All_OG"
"5141","OG13558",0.18915,"All_OG"
"5142","OG4117",0.1899,"All_OG"
"5143","OG3785",0.2235,"All_OG"
"5144","OG14527",0.0565,"All_OG"
"5145","OG12181",0.23885,"All_OG"
"5146","OG8847",0.333,"All_OG"
"5147","OG5592",0.347,"All_OG"
"5148","OG9810",0.4244,"All_OG"
"5149","OG7339",0.149,"All_OG"
"5150","OG7171",0.4254,"All_OG"
"5151","OG8807",0.4178,"All_OG"
"5152","OG2037",0.2573,"All_OG"
"5153","OG16549",0.6057,"All_OG"
"5154","OG16200",0.351,"All_OG"
"5155","OG15270",0.0927,"All_OG"
"5156","OG5940",0.3047,"All_OG"
"5157","OG13995",0.3639,"All_OG"
"5158","OG9411",0.3364,"All_OG"
"5159","OG8689",0.1572,"All_OG"
"5160","OG17750",0.409,"All_OG"
"5161","OG3263",0.0975,"All_OG"
"5162","OG3105",0.2912,"All_OG"
"5163","OG7920",0.2409,"All_OG"
"5164","OG14830",0.18865,"All_OG"
"5165","OG8616",0.1497,"All_OG"
"5166","OG1307",0.22,"All_OG"
"5167","OG3339",0.2069,"All_OG"
"5168","OG15069",0.2666,"All_OG"
"5169","OG1379",0.20635,"All_OG"
"5170","OG14731",0.2645,"All_OG"
"5171","OG15103",0.2871,"All_OG"
"5172","OG9699",0.414,"All_OG"
"5173","OG9634",0.14325,"All_OG"
"5174","OG1377",0.1037,"All_OG"
"5175","OG17683",0.1282,"All_OG"
"5176","OG3681",0.1863,"All_OG"
"5177","OG6912",0.2604,"All_OG"
"5178","OG3610",0.21795,"All_OG"
"5179","OG3254",0.2494,"All_OG"
"5180","OG4039",0.2425,"All_OG"
"5181","OG2149",0.106,"All_OG"
"5182","OG2072",0.1862,"All_OG"
"5183","OG14090",0.1863,"All_OG"
"5184","OG8710",0.2606,"All_OG"
"5185","OG9844",0.239,"All_OG"
"5186","OG3142",0.2625,"All_OG"
"5187","OG1900",0.1409,"All_OG"
"5188","OG5643",0.2868,"All_OG"
"5189","OG11584",0.2109,"All_OG"
"5190","OG1193",0.0746,"All_OG"
"5191","OG1133",0.14735,"All_OG"
"5192","OG2093",0.1488,"All_OG"
"5193","OG6933",0.4057,"All_OG"
"5194","OG5983",0.2114,"All_OG"
"5195","OG5246",0.2406,"All_OG"
"5196","OG12550",0.0848,"All_OG"
