geneid	sequenceidofingroupbesthit	taxonomyidofingroupbesthit	evalueofingroupbesthit	sequenceidofoutgroupbesthit	taxonomyidofoutgroupbesthit	evalueofoutgroupbesthit	alienindex	bitscorepercentage	HGTornot	value
yHMPu5000034893_Ogataea_philodendra@Seq_2244	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-118	-38.09412446	0.647810219	No	0
yHMPu5000034897_Ogataea_glucozyma@Seq_2827	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-133	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-125	-19.51929303	0.70433145	No	0
yHMPu5000034899_Ogataea_kodamae@Seq_1320	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	5.00E-117	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-108	-19.80697511	0.703853955	No	0
yHMPu5000034901_Ogataea_methylivora@Seq_5583	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	1.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-121	-29.93360621	0.737373737	No	0
yHMPu5000034902_Ogataea_minuta@Seq_517	XP_007673815.1-717646-Baudoinia_panamer-Dothideom	717646	1.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-115	-19.51929303	0.771618625	No	0
yHMPu5000034903_Ogataea_naganishii@Seq_1046	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	1.00E-137	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-122	-35.23192358	0.750511247	No	0
yHMPu5000034904_Ogataea_nonfermentans@Seq_2249	KFY31730.1-1420906-Pseudogymnoascus_-Leotiomyce	1420906	2.00E-127	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-114	-31.43768361	0.743534483	No	0
yHMPu5000034918_Nakazawaea_holstii@Seq_6157	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	5.00E-130	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-123	-14.50865774	0.772442589	No	0
Candida_orthopsilosis@Seq_1578	XP_001819987.1-510516-Aspergillus_oryza-Eurotiomy	510516	5.00E-142	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-118	-55.73204586	0.544478528	No	0
yHMPu5000034939_Komagataella_pseudopastoris@Seq_2748	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-133	4.199705078	0.670628183	No	0
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_2234	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	9.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-122	-27.04323445	0.727634195	No	0
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6197	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-132	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-120	-29.57693126	0.704500978	No	0
Candida_parapsilosis@Seq_3839	XP_001819987.1-510516-Aspergillus_oryza-Eurotiomy	510516	3.00E-142	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-119	-53.24713921	0.546564885	No	0
yHMPu5000034973_Danielozyma_ontarioensis@Seq_1855	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	9.00E-135	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-117	-40.63560146	0.666037736	No	0
yHMPu5000034974_Deakozyma_indianensis@Seq_1139	CUA69636.1-456999-Rhizoctonia_solan-Basidiomyc	456999	1.00E-143	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	4.00E-124	-45.13541113	0.735470942	No	0
yHMPu5000034978_Cyberlindnera_mrakii@Seq_4207	KJY01802.1-1047168-Zymoseptoria_brev-Dothideomy	1047168	9.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-123	3.80666249	0.61461794	No	0
yHMPu5000034986_Candida_oregonensis@Seq_2996	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	1.00E-134	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-120	-32.2361913	0.652877698	No	0
yHMPu5000034990_Candida_corydali@Seq_5334	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	2.00E-135	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	6.00E-119	-37.93997378	0.618881119	No	0
yHMPu5000034998_Cephaloascus_albidus@Seq_1608	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	2.00E-138	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-118	-46.96799259	0.660482375	No	0
yHMPu5000034999_Cephaloascus_fragrans@Seq_4242	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	4.00E-141	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-118	-51.57316278	0.634892086	No	0
yHMPu5000035011_Candida_pyralidae@Seq_3280	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	3.00E-132	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-120	-26.53240883	0.698841699	No	0
yHMPu5000035018_Candida_canberraensis@Seq_3627	XP_013431845.1-1043004-Aureobasidium_nam-Dothideo	1043004	5.00E-135	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-118	-37.53450867	0.798642534	No	0
yHMPu5000035022_Candida_emberorum@Seq_5048	XP_013431845.1-1043004-Aureobasidium_nam-Dothideo	1043004	5.00E-132	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-107	-55.95518941	0.833333333	No	0
yHMPu5000035031_Candida_kruisii@Seq_2047	XP_003233901.1-559305-Trichophyton_rubr-Eurotiomy	559305	4.00E-127	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	5.00E-109	-41.66967523	0.696390658	No	0
yHMPu5000035032_Candida_gatunensis@Seq_2528	XP_003233901.1-559305-Trichophyton_rubr-Eurotiomy	559305	2.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-113	-41.44653167	0.736051502	No	0
yHMPu5000035033_Candida_cretensis@Seq_132	KMM70425.1-454284-Coccidioides_posa-Eurotiomyc	454284	7.00E-128	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	5.00E-107	-48.01781472	0.69017094	No	0
yHMPu5000035037_Candida_montana@Seq_1049	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-128	10.30895266	0.813163482	No	0
yHMPu5000035037_Candida_montana@Seq_5365	KJY01802.1-1047168-Zymoseptoria_brev-Dothideomy	1047168	4.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-124	-3.218875825	0.68440367	No	0
yHMPu5000035040_Ambrosiozyma_maleeae@Seq_3499	KOS44072.1-229535-Penicillium_nordi-Eurotiomyc	229535	4.00E-129	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-118	-25.88805181	0.71	No	0
yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_4024	KFY84431.1-1420913-Pseudogymnoascus_-Leotiomyce	1420913	9.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-116	-22.21492071	0.717791411	No	0
yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_749	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	6.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-125	-12.71689827	0.723938224	No	0
yHMPu5000035044_Barnettozyma_californica@Seq_274	KOS44072.1-229535-Penicillium_nordi-Eurotiomyc	229535	2.00E-127	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-128	2.302585093	0.781186094	No	0
yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_3386	ACR78268.1-68825-Rasamsonia_emerso-Eurotiomyc	68825	2.00E-121	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-121	0	0.793248945	No	0
Candida_sorboxylosa@Seq_225	XP_001211802.1-341663-Aspergillus_terre-Eurotiomy	341663	5.00E-116	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-109	-14.50865774	0.465206186	No	0
yHMPu5000035046_Barnettozyma_populi@Seq_4676	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-124	-2.995732274	0.770186335	No	0
yHMPu5000035047_Barnettozyma_pratensis@Seq_5066	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	4.00E-130	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-130	1.386294361	0.793456033	No	0
yHMPu5000035048_Barnettozyma_salicaria@Seq_3731	CCX05990.1-1076935-Pyronema_omphalod-other_Pezi	1076935	1.00E-127	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-130	4.96184513	0.787755102	No	0
yHMPu5000035242_Zygoascus_ofunaensis@Seq_3351	CEL53892.1-1108050-Rhizoctonia_solan-Basidiomyc	1108050	1.00E-144	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-119	-57.56462732	0.725050916	No	0
yHMPu5000035243_Zygoascus_meyerae@Seq_440	KII94078.1-944288-Plicaturopsis_cri-Basidiomyc	944288	6.00E-147	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-121	-58.76860013	0.692307692	No	0
yHMPu5000035244_Candida_incommunis@Seq_2016	CEL53892.1-1108050-Rhizoctonia_solan-Basidiomyc	1108050	1.00E-145	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-128	-39.83709376	0.75	No	0
yHMPu5000035252_Yamadazyma_nakazawae@Seq_1027	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	1.00E-121	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	5.00E-107	-33.84562921	0.774580336	No	0
yHMPu5000035261_Candida_ponderosae@Seq_2019	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	8.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-122	-7.824046011	0.764583333	No	0
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_1198	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	0	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	4.00E-119	-187.8956869	0.644808743	No	0
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_3896	KJY01802.1-1047168-Zymoseptoria_brev-Dothideomy	1047168	8.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-133	23.313533	0.72293578	No	0
yHMPu5000035271_Wickerhamomyces_bovis@Seq_415	KZN93788.1-5076-Penicillium_chrys-Eurotiomyc	5076	4.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-121	-7.824046011	0.728542914	No	0
Candida_succiphila@Seq_3932	KFY52165.1-1420909-Pseudogymnoascus_-Leotiomyce	1420909	1.00E-129	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-116	-31.54304412	0.746268657	No	0
yHMPu5000035274_Wickerhamomyces_alni@Seq_3	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	3.00E-130	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-123	-16.11809565	0.773584906	No	0
yHMPu5000035279_Tortispora_starmeri@Seq_1656	KMP05090.1-404692-Coccidioides_immi-Eurotiomyc	404692	7.00E-152	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-123	-64.82905755	0.674033149	No	0
yHMPu5000035282_Trigonopsis_vinaria@Seq_768	XP_009159557.1-858893-Exophiala_dermati-Eurotiomy	858893	1.00E-91	ODM90218.1-48709-Orchesella_cincta-Metazoa	48709	4.00E-81	-24.41214529	0.888888889	No	0
yHMPu5000035286_Candida_azyma@Seq_1842	KXG53543.1-5078-Penicillium_grise-Eurotiomyc	5078	6.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-132	4.094344562	0.822175732	No	0
yHMPu5000035296_Priceomyces_carsonii@Seq_3923	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	6.00E-141	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	7.00E-120	-48.50843763	0.69667319	No	0
yHMPu5000035296_Priceomyces_carsonii@Seq_5450	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	2.00E-143	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-121	-50.65687205	0.687022901	No	0
yHMPu5000035301_Pichia_terricola@Seq_5102	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	5.00E-130	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-117	-28.3241683	0.669811321	No	0
yHMPu5000035302_Candida_fragi@Seq_2372	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	2.00E-141	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-124	-38.4507994	0.67771639	No	0
Candida_tanzawaensis@Seq_3689	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	4.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-109	-36.14821431	0.503770739	No	0
yHMPu5000035335_Candida_blattae@Seq_5391	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	3.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-115	-37.12904356	0.621428571	No	0
yHMPu5000035629_Yueomyces_sinensis@Seq_29	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-120	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-158	86.11193917	0.873822976	Yes	1
yHMPu5000035633_Candida_hispaniensis@Seq_1678	XP_013259210.1-1182545-Exophiala_aquamar-Eurotiom	1182545	8.00E-145	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-110	-79.609649	0.620560748	No	0
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_276	XP_012740590.1-658429-Pseudogymnoascus_-Leotiomyc	658429	1.00E-128	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-130	3.912023005	0.793032787	No	0
yHMPu5000035640_Yamadazyma_philogaea@Seq_2669	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-120	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	9.00E-107	-32.13083079	0.774580336	No	0
yHMPu5000035641_Yamadazyma_scolyti@Seq_675	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	1.00E-119	XP_004988944.1-946362-Salpingoeca_roset-Choanofla	946362	3.00E-102	-40.24255887	0.742243437	No	0
yHMPu5000035643_Yarrowia_bubula@Seq_1505	XP_013309832.1-348802-Exophiala_xenobio-Eurotiomy	348802	6.00E-147	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	8.00E-108	-90.0885007	0.525040388	No	0
yHMPu5000035645_Yarrowia_divulgata@Seq_3742	XP_013309832.1-348802-Exophiala_xenobio-Eurotiomy	348802	5.00E-146	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	7.00E-111	-80.92695049	0.525236593	No	0
yHMPu5000035651_Torulaspora_microellipsoides@Seq_5138	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-155	71.38013788	0.804270463	Yes	1
Candida_tenuis@Seq_651	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	5.00E-120	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-103	-37.53450867	0.748218527	No	0
Ambrosiozyma_monospora@Seq_3352	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	1.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-116	-22.80270738	0.697211155	No	0
yHMPu5000035652_Torulaspora_maleeae@Seq_258	KJY01802.1-1047168-Zymoseptoria_brev-Dothideomy	1047168	1.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-147	46.15706238	0.760638298	Yes	1
yHMPu5000035654_Tortispora_ganteri@Seq_4265	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	8.00E-150	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-129	-47.3734577	0.594679186	No	0
yHMPu5000035658_Starmera_amethionina@Seq_1000	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	8.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-137	26.71473038	0.882352941	No	0
yHMPu5000035659_Saturnispora_dispora@Seq_3446	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	2.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-117	-17.62217305	0.734864301	No	0
yHMPu5000035662_Meyerozyma_caribbica@Seq_3324	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-144	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-125	-43.05596959	0.574534161	No	0
yHMPu5000035665_Middelhovenomyces_tepae@Seq_1053	KIJ46470.1-990650-Sphaerobolus_stel-Basidiomyc	990650	2.00E-141	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	6.00E-119	-51.75548433	0.703777336	No	0
yHMPu5000035670_Phaffomyces_opuntiae@Seq_752	GAM87195.1-1603295-fungal_sp_No_1124-other_Fung	1603295	7.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-126	7.755053139	0.666077739	No	0
yHMPu5000035671_Phaffomyces_antillensis@Seq_490	XP_003051652.1-660122-Nectria_haematoco-Sordariom	660122	1.00E-176	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	6.00E-117	-137.64428	0.663498099	No	0
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2136	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	9.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-123	3.401197382	0.831081081	No	0
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4366	OBW65321.1-5580-Aureobasidium_pul-Dothideomy	5580	2.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-124	2.302585093	0.669064748	No	0
Candida_tropicalis@Seq_2292	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	4.00E-147	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-122	-56.87148014	0.542600897	No	0
Candida_tropicalis@Seq_343	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	4.00E-147	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-122	-56.87148014	0.542600897	No	0
yHMPu5000035673_Candida_orba@Seq_1881	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	8.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-124	3.688879454	0.843537415	No	0
yHMPu5000035673_Candida_orba@Seq_5133	OBW65321.1-5580-Aureobasidium_pul-Dothideomy	5580	2.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-125	4.605170186	0.669642857	No	0
yHMPu5000035674_Kregervanrija_delftensis@Seq_3951	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	5.00E-130	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-125	-10.59663473	0.739130435	No	0
yHMPu5000035675_Kregervanrija_fluxuum@Seq_315	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-124	-17.72753356	0.737574553	No	0
yHMPu5000035677_Kodamaea_ohmeri@Seq_2983	KMM70425.1-454284-Coccidioides_posa-Eurotiomyc	454284	1.00E-133	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-111	-52.26630996	0.695473251	No	0
yHMPu5000035677_Kodamaea_ohmeri@Seq_51	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	3.00E-135	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-117	-41.44653167	0.714574899	No	0
yHMPu5000035679_Candida_rhagii@Seq_3661	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	4.00E-136	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-120	-37.6522917	0.658135283	No	0
yHMPu5000035681_Candida_gotoi@Seq_1498	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	6.00E-141	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-124	-39.29809726	0.669077758	No	0
yHMPu5000035684_Kloeckera_hatyaiensis@Seq_1716	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	6.00E-97	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-99	5.703782475	0.497576737	No	0
yHMPu5000035686_Cyberlindnera_saturnus@Seq_3056	XP_001211802.1-341663-Aspergillus_terre-Eurotiomy	341663	4.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-124	4.382026635	0.615257048	No	0
yHMPu5000035687_Cyberlindnera_suaveolens@Seq_5828	XP_001211802.1-341663-Aspergillus_terre-Eurotiomy	341663	5.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-123	1.609437912	0.611570248	No	0
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3470	KGO75387.1-40296-Penicillium_itali-Eurotiomyc	40296	3.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-128	7.313220387	0.676106195	No	0
yHMPu5000035689_Candida_mycetangii@Seq_2440	KOS44072.1-229535-Penicillium_nordi-Eurotiomyc	229535	4.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-119	-13.12236338	0.650362319	No	0
yHMPu5000035690_Candida_vartiovaarae@Seq_4745	OJK00991.1-690307-Aspergillus_acule-Eurotiomyc	690307	6.00E-120	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-124	9.210340372	0.635273973	No	0
yHMPu5000035691_Candida_salmanticensis@Seq_3013	GAO46703.1-698492-Saitoella_complic-Taphrinomy	698492	7.00E-142	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	8.00E-119	-53.09298853	0.700396825	No	0
yHMPu5000035703_Cyberlindnera_americana@Seq_4910	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	4.00E-176	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	6.00E-113	-145.468326	0.561461794	No	0
yHMPu5000035703_Cyberlindnera_americana@Seq_843	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	3.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-126	6.214608098	0.669039146	No	0
yHMPu5000035707_Candida_heveicola@Seq_4725	OKL59670.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	7.00E-134	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-114	-45.204404	0.695121951	No	0
yHMPu5000041678_Debaryomyces_prosopidis@Seq_295	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-140	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	4.00E-119	-48.35428695	0.568218299	No	0
yHMPu5000041693_Debaryomyces_nepalensis@Seq_2237	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	7.00E-144	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	4.00E-123	-47.79467116	0.56501548	No	0
Clavispora_lusitaniae@Seq_3166	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	1.00E-138	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-118	-46.74484904	0.545038168	No	0
yHMPu5000041713_Debaryomyces_maramus@Seq_3718	XP_013331637.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	9.00E-135	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	7.00E-114	-48.10297252	0.577966102	No	0
yHMPu5000041743_Candida_hawaiiana@Seq_2210	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	7.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-117	-32.48750573	0.606896552	No	0
yHMPu5000041822_Dipodascus_geniculatus@Seq_5621	GAO46703.1-698492-Saitoella_complic-Taphrinomy	698492	1.00E-147	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-129	-41.44653167	0.670774648	No	0
yHMPu5000041824_Debaryomyces_subglobosus@Seq_5440	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-140	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-118	-51.35001923	0.552590267	No	0
yHMPu5000041829_Debaryomyces_fabryi@Seq_4476	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-142	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	8.00E-121	-49.74058131	0.544901065	No	0
yHMPu5000041833_Candida_tammaniensis@Seq_4364	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	4.00E-122	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-108	-31.94850923	0.765807963	No	0
yHMPu5000041840_Candida_wancherniae@Seq_814	CZR55067.1-576137-Phialocephala_sub-Leotiomyce	576137	8.00E-136	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	4.00E-124	-26.93787394	0.642980936	No	0
yHMPu5000041855_Candida_ascalaphidarum@Seq_3591	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	7.00E-121	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-109	-25.68511097	0.769230769	No	0
yHMPu5000041862_Candida_golubevii@Seq_2465	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	2.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-119	-28.03648622	0.606418919	No	0
yHMPu5000041863_Candida_gorgasii@Seq_5119	EPS27984.1-933388-Penicillium_oxali-Eurotiomyc	933388	7.00E-126	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-106	-44.79893889	0.725225225	No	0
Zygosaccharomyces_bailii@Seq_4075	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	4.00E-125	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-145	46.74484904	0.664615385	Yes	1
Zygosaccharomyces_rouxii@Seq_904	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	2.00E-129	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-141	28.3241683	0.617210682	No	0
Cyberlindnera_fabianii_JCM3601@Seq_4714	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	2.00E-179	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-107	-165.0929795	0.485074627	No	0
