panID	linked_unqiue_rxn
Metschnikowia_matae@Seq_6718	5
Metschnikowia_matae_maris@Seq_454	5
Metschnikowia_matae_maris@Seq_5692	5
Saitoella_complicata@Seq_1412	10
Spathaspora_hagerdaliae@Seq_3017	5
Stagonospora_nodorum@Seq_7372	8
Xylona_heveae@Seq_3440	10
Xylona_heveae@Seq_7565	10
yHMPu5000034631_Martiniozyma_abiesophila@Seq_11347	5
yHMPu5000034635_Nadsonia_fulvescens@Seq_2181	5
yHMPu5000035011_Candida_pyralidae@Seq_1410	5
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_5792	5
yHMPu5000035279_Tortispora_starmeri@Seq_3623	5
yHMPu5000035282_Trigonopsis_vinaria@Seq_5166	10
yHMPu5000035675_Kregervanrija_fluxuum@Seq_1536	5
yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1178	5
yHMPu5000035703_Cyberlindnera_americana@Seq_3465	8
yHMPu5000041840_Candida_wancherniae@Seq_3955	5
Metschnikowia_continentalis@Seq_6425	6
Metschnikowia_continentalis@Seq_662	6
Metschnikowia_santaceciliae@Seq_1206	6
Spathaspora_hagerdaliae@Seq_6165	6
yHMPu5000034671_Blastobotrys_peoriensis@Seq_5718	6
Geotrichum_candidum@Seq_6471	1
Kluyveromyces_lactis@Seq_2294	1
Ogataea_methanolica@Seq_1380	1
Ogataea_methanolica@Seq_3149	1
yHMPu5000026142_Citeromyces_matritensis@Seq_5573	1
yHMPu5000026142_Citeromyces_matritensis@Seq_6079	1
yHMPu5000034604_Sporopachydermia_lactativora@Seq_3915	1
yHMPu5000034673_Blastobotrys_nivea@Seq_3696	1
yHMPu5000034952_Citeromyces_siamensis@Seq_3458	1
yHMPu5000035011_Candida_pyralidae@Seq_4813	1
yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_4312	1
yHMPu5000035633_Candida_hispaniensis@Seq_4146	1
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_6481	1
Arxula_adeninivorans@Seq_2722	2
Neurospora_crassa@Seq_8391	3
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1662	2
yHMPu5000034952_Citeromyces_siamensis@Seq_8038	2
yHMPu5000034978_Cyberlindnera_mrakii@Seq_1402	2
yHMPu5000034978_Cyberlindnera_mrakii@Seq_2842	2
yHMPu5000034978_Cyberlindnera_mrakii@Seq_3847	2
yHMPu5000034978_Cyberlindnera_mrakii@Seq_4349	2
yHMPu5000034978_Cyberlindnera_mrakii@Seq_4921	2
yHMPu5000035044_Barnettozyma_californica@Seq_225	2
yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_5072	2
yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1707	2
Botrytis_cinerea@Seq_13088	4
Coccidioides_immitis@Seq_4832	4
Sclerotinia_sclerotiorum@Seq_6415	4
Stagonospora_nodorum@Seq_9339	7
yHMPu5000035271_Wickerhamomyces_bovis@Seq_2574	4
yHMPu5000035286_Candida_azyma@Seq_421	4
Botrytis_cinerea@Seq_31	1
Fusarium_graminearum@Seq_5333	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5206	1
yHMPu5000034754_Lipomyces_arxii@Seq_3271	1
Aspergillus_nidulans@Seq_1060	2
Lachancea_fermentati@Seq_2357	2
Xylona_heveae@Seq_6639	2
yHMPu5000035652_Torulaspora_maleeae@Seq_264	1
Arthrobotrys_oligospora@Seq_1139	4
Botrytis_cinerea@Seq_2553	4
Sclerotinia_sclerotiorum@Seq_9717	4
yHMPu5000034655_Botryozyma_nematodophila@Seq_8742	4
yHMPu5000034673_Blastobotrys_nivea@Seq_1098	4
yHMPu5000034890_Ogataea_ramenticola@Seq_5356	4
yHMPu5000034918_Nakazawaea_holstii@Seq_5765	9
yHMPu5000034952_Citeromyces_siamensis@Seq_1584	4
Botrytis_cinerea@Seq_8731	1
Saitoella_complicata@Seq_5207	1
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2298	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_3601	1
yHMPu5000034918_Nakazawaea_holstii@Seq_2751	1
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2645	1
yHMPu5000041678_Debaryomyces_prosopidis@Seq_3660	1
Ascoidea_asiatica@Seq_3633	1
Lachancea_dasiensis@Seq_2651	1
Stagonospora_nodorum@Seq_4120	1
yHMPu5000034754_Lipomyces_arxii@Seq_5868	3
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_1110	1
yHMPu5000034952_Citeromyces_siamensis@Seq_6283	1
yHMPu5000034952_Citeromyces_siamensis@Seq_835	1
yHMPu5000035048_Barnettozyma_salicaria@Seq_317	1
yHMPu5000035048_Barnettozyma_salicaria@Seq_4728	1
yHMPu5000035048_Barnettozyma_salicaria@Seq_5331	1
yHMPu5000035633_Candida_hispaniensis@Seq_2087	2
yHMPu5000041822_Dipodascus_geniculatus@Seq_921	3
Ambrosiozyma_monospora@Seq_1239	1
Ambrosiozyma_monospora@Seq_4915	1
Ambrosiozyma_monospora@Seq_6577	1
yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_5201	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_692	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_9811	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_9941	1
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_2829	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_5048	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6194	1
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6650	1
yHMPu5000034952_Citeromyces_siamensis@Seq_974	1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_1173	1
yHMPu5000035673_Candida_orba@Seq_1470	1
Arthrobotrys_oligospora@Seq_49	7
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_4783	2
Fusarium_graminearum@Seq_9095	3
Cyberlindnera_jadinii@Seq_2356	1
yHMPu5000034643_Candida_schatavii@Seq_5306	1
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_2985	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_1231	1
yHMPu5000034761_Lipomyces_lipofer@Seq_1943	1
yHMPu5000034673_Blastobotrys_nivea@Seq_3977	1
yHMPu5000034761_Lipomyces_lipofer@Seq_3584	3
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5720	2
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_717	2
Aspergillus_nidulans@Seq_10615	2
Aspergillus_nidulans@Seq_3394	2
Aspergillus_nidulans@Seq_5171	2
Aspergillus_nidulans@Seq_6099	2
Aspergillus_nidulans@Seq_6264	2
Aspergillus_nidulans@Seq_6504	2
Fusarium_graminearum@Seq_1104	2
Neurospora_crassa@Seq_6441	2
Neurospora_crassa@Seq_8530	2
Neurospora_crassa@Seq_9414	2
Sclerotinia_sclerotiorum@Seq_7865	2
Spathaspora_gorwiae@Seq_3979	2
Spathaspora_gorwiae@Seq_6587	2
Stagonospora_nodorum@Seq_1523	2
Stagonospora_nodorum@Seq_4490	2
yHMPu5000034998_Cephaloascus_albidus@Seq_577	5
yHMPu5000035670_Phaffomyces_opuntiae@Seq_3157	2
yHMPu5000035670_Phaffomyces_opuntiae@Seq_5003	2
Aspergillus_nidulans@Seq_1113	1
Aspergillus_nidulans@Seq_8487	1
Metschnikowia_continentalis@Seq_3133	1
Millerozyma_acaciae@Seq_343	1
Spathaspora_gorwiae@Seq_1061	1
Spathaspora_gorwiae@Seq_2873	1
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2862	1
yHMPu5000034749_Lipomyces_mesembrius@Seq_5553	1
yHMPu5000034998_Cephaloascus_albidus@Seq_2699	1
yHMPu5000041824_Debaryomyces_subglobosus@Seq_1557	1
Nadsonia_fulvescens_var_elongata@Seq_1278	1
Komagataella_pastoris@Seq_4201	3
Metschnikowia_borealis@Seq_5565	4
Metschnikowia_cerradonensis@Seq_2933	2
Metschnikowia_mauinuiana@Seq_1034	3
Metschnikowia_santaceciliae@Seq_4661	2
yHMPu5000026142_Citeromyces_matritensis@Seq_4089	4
yHMPu5000035679_Candida_rhagii@Seq_5548	3
yHMPu5000034952_Citeromyces_siamensis@Seq_6820	3
Botrytis_cinerea@Seq_2883	1
Stagonospora_nodorum@Seq_926	1
Geotrichum_candidum@Seq_849	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_2153	1
yHMPu5000034673_Blastobotrys_nivea@Seq_8232	1
yHMPu5000034749_Lipomyces_mesembrius@Seq_5037	1
Aspergillus_nidulans@Seq_6136	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_3696	1
yHMPu5000034667_Blastobotrys_serpentis@Seq_5053	1
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_3704	1
yHMPu5000035650_Trigonopsis_variabilis@Seq_3837	1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_477	1
Arxula_adeninivorans@Seq_862	1
Botrytis_cinerea@Seq_11242	1
Botrytis_cinerea@Seq_7635	1
Neurospora_crassa@Seq_7678	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_1804	1
yHMPu5000034897_Ogataea_glucozyma@Seq_2857	1
yHMPu5000035318_Hyphopichia_heimii@Seq_2700	1
yHMPu5000035318_Hyphopichia_heimii@Seq_4588	1
Aspergillus_nidulans@Seq_2214	4
Saitoella_complicata@Seq_5478	1
Stagonospora_nodorum@Seq_10277	1
Stagonospora_nodorum@Seq_768	1
Stagonospora_nodorum@Seq_9045	1
yHMPu5000034978_Cyberlindnera_mrakii@Seq_1867	4
yHMPu5000035654_Tortispora_ganteri@Seq_3381	1
yHMPu5000035675_Kregervanrija_fluxuum@Seq_5793	3
Arthrobotrys_oligospora@Seq_1782	6
Aspergillus_nidulans@Seq_10195	6
Aspergillus_nidulans@Seq_10519	6
Aspergillus_nidulans@Seq_1691	6
Aspergillus_nidulans@Seq_3785	6
Aspergillus_nidulans@Seq_6278	6
Botrytis_cinerea@Seq_15110	6
Candida_versatilis@Seq_2066	6
Candida_versatilis@Seq_2347	6
Coccidioides_immitis@Seq_2083	6
Coccidioides_immitis@Seq_4073	6
Coccidioides_immitis@Seq_7777	6
Fusarium_graminearum@Seq_316	6
Neurospora_crassa@Seq_4582	6
Neurospora_crassa@Seq_8617	6
Saitoella_complicata@Seq_2076	7
Saitoella_complicata@Seq_6361	7
Xylona_heveae@Seq_7674	6
Yarrowia_lipolytica@Seq_2595	6
yHMPu5000035645_Yarrowia_divulgata@Seq_495	6
Fusarium_graminearum@Seq_9858	2
Stagonospora_nodorum@Seq_2623	2
Fusarium_graminearum@Seq_5125	1
Stagonospora_nodorum@Seq_10607	1
yHMPu5000026142_Citeromyces_matritensis@Seq_1750	1
Aspergillus_nidulans@Seq_2992	1
Aspergillus_nidulans@Seq_4429	2
Aspergillus_nidulans@Seq_8849	2
Sclerotinia_sclerotiorum@Seq_13229	2
yHMPu5000034605_Spencermartinsiella_europaea@Seq_3999	1
Metschnikowia_matae_maris@Seq_4975	4
Aspergillus_nidulans@Seq_254	2
Aspergillus_nidulans@Seq_3484	2
Fusarium_graminearum@Seq_1254	2
Fusarium_graminearum@Seq_880	2
Lipomyces_starkeyi@Seq_7426	2
yHMPu5000026142_Citeromyces_matritensis@Seq_6104	2
yHMPu5000034655_Botryozyma_nematodophila@Seq_2554	2
Metschnikowia_bowlesiae@Seq_2683	1
Stagonospora_nodorum@Seq_3042	1
yHMPu5000034673_Blastobotrys_nivea@Seq_8679	1
Aspergillus_nidulans@Seq_10057	6
Fusarium_graminearum@Seq_1473	6
Neurospora_crassa@Seq_10341	6
Alloascoidea_hylecoeti@Seq_1345	1
Alloascoidea_hylecoeti@Seq_452	1
Ambrosiozyma_monospora@Seq_6306	1
Arthrobotrys_oligospora@Seq_9535	1
Aspergillus_nidulans@Seq_1695	1
Aspergillus_nidulans@Seq_2256	1
Aspergillus_nidulans@Seq_3746	1
Fusarium_graminearum@Seq_9926	1
Kuraishia_capsulata@Seq_3075	1
Kuraishia_capsulata@Seq_4378	1
Lachancea_nothofagi@Seq_3224	1
Pachysolen_tannophilus@Seq_4885	1
Pichia_membranifaciens@Seq_1062	1
Stagonospora_nodorum@Seq_6230	1
yHMPu5000026197_Brettanomyces_custersianus@Seq_3602	1
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_1098	1
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_253	1
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4963	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_2304	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_3017	1
yHMPu5000034637_Ogataea_populiabae@Seq_2584	1
yHMPu5000034637_Ogataea_populiabae@Seq_3070	1
yHMPu5000034893_Ogataea_philodendra@Seq_1202	1
yHMPu5000034897_Ogataea_glucozyma@Seq_5556	2
yHMPu5000034952_Citeromyces_siamensis@Seq_11744	1
yHMPu5000034952_Citeromyces_siamensis@Seq_782	1
yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_3809	1
yHMPu5000035046_Barnettozyma_populi@Seq_462	1
yHMPu5000035296_Priceomyces_carsonii@Seq_1208	1
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1649	1
yHMPu5000041678_Debaryomyces_prosopidis@Seq_738	1
yHMPu5000041863_Candida_gorgasii@Seq_1079	1
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4749	1
yHMPu5000035279_Tortispora_starmeri@Seq_822	1
yHMPu5000034670_Blastobotrys_proliferans@Seq_2359	1
Komagataella_pastoris@Seq_4479	1
Coccidioides_immitis@Seq_5785	1
Xylona_heveae@Seq_1137	1
Candida_versatilis@Seq_1097	1
Candida_versatilis@Seq_2068	1
Coccidioides_immitis@Seq_4755	1
Lachancea_dasiensis@Seq_1949	1
Lachancea_dasiensis@Seq_2728	1
Metschnikowia_dekortum@Seq_167	1
Metschnikowia_ipomoeae@Seq_1703	2
Metschnikowia_matae@Seq_2628	2
Nadsonia_fulvescens_var_elongata@Seq_5575	1
Sclerotinia_sclerotiorum@Seq_7576	1
Stagonospora_nodorum@Seq_1179	1
yHMPu5000026142_Citeromyces_matritensis@Seq_7629	1
yHMPu5000034611_Saturnispora_mendoncae@Seq_3603	2
yHMPu5000034612_Saturnispora_saitoi@Seq_4659	2
yHMPu5000034631_Martiniozyma_abiesophila@Seq_7892	1
yHMPu5000034637_Ogataea_populiabae@Seq_1934	1
yHMPu5000034918_Nakazawaea_holstii@Seq_4643	1
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3153	1
yHMPu5000034952_Citeromyces_siamensis@Seq_1074	1
yHMPu5000034952_Citeromyces_siamensis@Seq_4019	1
yHMPu5000034988_Candida_fructus@Seq_1864	1
yHMPu5000035044_Barnettozyma_californica@Seq_1353	1
yHMPu5000035044_Barnettozyma_californica@Seq_1799	1
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2100	2
yHMPu5000035675_Kregervanrija_fluxuum@Seq_5298	2
yHMPu5000041833_Candida_tammaniensis@Seq_4018	1
Lipomyces_starkeyi@Seq_1313	3
yHMPu5000034754_Lipomyces_arxii@Seq_2978	3
yHMPu5000034761_Lipomyces_lipofer@Seq_5839	3
Stagonospora_nodorum@Seq_8905	1
Fusarium_graminearum@Seq_7687	2
Ascoidea_asiatica@Seq_5531	1
Aspergillus_nidulans@Seq_5129	1
Coccidioides_immitis@Seq_5102	1
Fusarium_graminearum@Seq_1844	1
Lachancea_cidri@Seq_4661	2
Aspergillus_nidulans@Seq_4495	2
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3605	2
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822	2
yHMPu5000034952_Citeromyces_siamensis@Seq_12781	2
yHMPu5000034952_Citeromyces_siamensis@Seq_1379	2
yHMPu5000034952_Citeromyces_siamensis@Seq_3293	2
yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_1844	2
yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_2742	2
yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_5584	2
Arxula_adeninivorans@Seq_2891	1
Coccidioides_immitis@Seq_5471	1
Lachancea_cidri@Seq_4450	1
Lachancea_fermentati@Seq_1522	1
Lachancea_fermentati@Seq_735	1
Stagonospora_nodorum@Seq_10830	1
Fusarium_graminearum@Seq_432	1
Fusarium_graminearum@Seq_13318	6
Fusarium_graminearum@Seq_7817	6
Lipomyces_starkeyi@Seq_3777	6
Aspergillus_nidulans@Seq_8472	2
Botrytis_cinerea@Seq_8017	2
Neurospora_crassa@Seq_2793	2
Aspergillus_nidulans@Seq_5844	1
Aspergillus_nidulans@Seq_8297	2
Fusarium_graminearum@Seq_6383	1
Neurospora_crassa@Seq_589	1
Stagonospora_nodorum@Seq_5893	3
Xylona_heveae@Seq_7237	2
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2821	1
yHMPu5000034670_Blastobotrys_proliferans@Seq_4693	2
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_761	1
yHMPu5000034761_Lipomyces_lipofer@Seq_4034	2
yHMPu5000035665_Middelhovenomyces_tepae@Seq_2884	2
yHMPu5000035691_Candida_salmanticensis@Seq_4475	2
yHMPu5000041863_Candida_gorgasii@Seq_3887	2
Aspergillus_nidulans@Seq_3842	1
Sclerotinia_sclerotiorum@Seq_3655	1
yHMPu5000034637_Ogataea_populiabae@Seq_2947	1
yHMPu5000034754_Lipomyces_arxii@Seq_5371	1
Aspergillus_nidulans@Seq_3670	3
Lipomyces_starkeyi@Seq_2167	2
yHMPu5000034670_Blastobotrys_proliferans@Seq_3144	2
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3774	2
yHMPu5000041863_Candida_gorgasii@Seq_3415	2
Arthrobotrys_oligospora@Seq_3622	1
Coccidioides_immitis@Seq_3526	1
Arxula_adeninivorans@Seq_4391	1
Wickerhamiella_domercqiae@Seq_1990	1
yHMPu5000034952_Citeromyces_siamensis@Seq_4066	1
yHMPu5000034952_Citeromyces_siamensis@Seq_443	1
Fusarium_graminearum@Seq_6837	1
Aspergillus_nidulans@Seq_4322	1
Babjeviella_inositovora@Seq_4433	1
Botrytis_cinerea@Seq_2367	1
yHMPu5000041678_Debaryomyces_prosopidis@Seq_635	1
Sclerotinia_sclerotiorum@Seq_13427	1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_3639	1
Metschnikowia_proteae@Seq_895	1
yHMPu5000034673_Blastobotrys_nivea@Seq_719	1
Aspergillus_nidulans@Seq_1780	6
Xylona_heveae@Seq_1435	2
Nadsonia_fulvescens_var_elongata@Seq_2787	1
Botrytis_cinerea@Seq_9517	1
Fusarium_graminearum@Seq_4803	1
yHMPu5000034673_Blastobotrys_nivea@Seq_1613	1
Schizosaccharomyces_pombe@Seq_5043	1
Fusarium_graminearum@Seq_13095	2
Arthrobotrys_oligospora@Seq_3194	1
Neurospora_crassa@Seq_1092	3
Aspergillus_nidulans@Seq_4806	2
Stagonospora_nodorum@Seq_6810	2
Lipomyces_starkeyi@Seq_5712	4
Saitoella_complicata@Seq_1511	4
Stagonospora_nodorum@Seq_9640	4
Stagonospora_nodorum@Seq_9903	4
Aspergillus_nidulans@Seq_6945	1
Geotrichum_candidum@Seq_6760	1
Xylona_heveae@Seq_3486	2
Xylona_heveae@Seq_6896	2
Xylona_heveae@Seq_862	2
Candida_versatilis@Seq_2997	1
Fusarium_graminearum@Seq_2318	1
Saitoella_complicata@Seq_6439	1
Coccidioides_immitis@Seq_1519	1
Lipomyces_starkeyi@Seq_5729	2
Metschnikowia_ipomoeae@Seq_1401	1
Millerozyma_acaciae@Seq_4071	1
yHMPu5000034952_Citeromyces_siamensis@Seq_4669	1
yHMPu5000035261_Candida_ponderosae@Seq_4523	1
yHMPu5000035318_Hyphopichia_heimii@Seq_51	1
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_3454	1
yHMPu5000035274_Wickerhamomyces_alni@Seq_6011	1
Arthrobotrys_oligospora@Seq_4173	1
Fusarium_graminearum@Seq_9545	5
yHMPu5000035665_Middelhovenomyces_tepae@Seq_3271	5
Coccidioides_immitis@Seq_2475	2
Aspergillus_nidulans@Seq_3500	1
Aspergillus_nidulans@Seq_7304	1
Botrytis_cinerea@Seq_6372	1
Candida_versatilis@Seq_972	1
Lipomyces_starkeyi@Seq_7980	1
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2827	1
Saitoella_complicata@Seq_1276	1
yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_4374	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_3484	4
yHMPu5000034605_Spencermartinsiella_europaea@Seq_4922	4
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2254	1
yHMPu5000034978_Cyberlindnera_mrakii@Seq_5355	1
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_646	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_3216	1
Arthrobotrys_oligospora@Seq_782	1
Fusarium_graminearum@Seq_733	1
Fusarium_graminearum@Seq_801	1
Lachancea_fermentati@Seq_754	1
Saitoella_complicata@Seq_1231	3
Fusarium_graminearum@Seq_10391	1
Fusarium_graminearum@Seq_5346	3
Botrytis_cinerea@Seq_6599	2
Fusarium_graminearum@Seq_9150	2
Fusarium_graminearum@Seq_9386	2
Sclerotinia_sclerotiorum@Seq_10545	2
yHMPu5000034615_Saturnispora_zaruensis@Seq_3517	1
Candida_versatilis@Seq_4893	1
yHMPu5000034761_Lipomyces_lipofer@Seq_6926	1
Aspergillus_nidulans@Seq_6103	2
Arthrobotrys_oligospora@Seq_2650	2
Arthrobotrys_oligospora@Seq_5310	2
Botrytis_cinerea@Seq_4657	1
yHMPu5000026142_Citeromyces_matritensis@Seq_5255	2
yHMPu5000041840_Candida_wancherniae@Seq_236	1
Metschnikowia_similis@Seq_1499	1
Arthrobotrys_oligospora@Seq_3645	2
Alloascoidea_hylecoeti@Seq_1464	1
Aspergillus_nidulans@Seq_3330	1
Arxula_adeninivorans@Seq_2976	1
yHMPu5000034615_Saturnispora_zaruensis@Seq_593	2
Schizosaccharomyces_pombe@Seq_4906	3
yHMPu5000034623_Pichia_norvegensis@Seq_2566	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_5124	4
Botrytis_cinerea@Seq_13750	1
yHAB164_Kazachstania_aerobia@Seq_2461	5
Geotrichum_candidum@Seq_4731	1
Sclerotinia_sclerotiorum@Seq_6582	1
Sclerotinia_sclerotiorum@Seq_7682	1
Stagonospora_nodorum@Seq_2024	1
Aspergillus_nidulans@Seq_9044	1
Aspergillus_nidulans@Seq_1712	1
Aspergillus_nidulans@Seq_6185	1
Aspergillus_nidulans@Seq_8123	1
Aspergillus_nidulans@Seq_3766	1
Fusarium_graminearum@Seq_289	1
Fusarium_graminearum@Seq_4243	1
Kluyveromyces_lactis@Seq_1105	1
Yarrowia_keelungensis@Seq_2161	1
yHMPu5000034893_Ogataea_philodendra@Seq_3378	1
yHMPu5000041855_Candida_ascalaphidarum@Seq_2625	2
Coccidioides_immitis@Seq_1503	1
Stagonospora_nodorum@Seq_9319	1
Aspergillus_nidulans@Seq_6428	1
Botrytis_cinerea@Seq_8904	3
Candida_versatilis@Seq_1111	3
Candida_versatilis@Seq_4461	3
Fusarium_graminearum@Seq_2320	3
Fusarium_graminearum@Seq_6801	3
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5052	3
yHMPu5000034749_Lipomyces_mesembrius@Seq_490	3
yHMPu5000035242_Zygoascus_ofunaensis@Seq_615	3
Wickerhamiella_domercqiae@Seq_2013	3
yHMPu5000034761_Lipomyces_lipofer@Seq_5810	2
yHMPu5000035279_Tortispora_starmeri@Seq_662	1
yHMPu5000041829_Debaryomyces_fabryi@Seq_2573	2
Aspergillus_nidulans@Seq_2050	1
Aspergillus_nidulans@Seq_2604	1
Aspergillus_nidulans@Seq_374	1
Aspergillus_nidulans@Seq_6521	1
Aspergillus_nidulans@Seq_8080	1
Aspergillus_nidulans@Seq_8828	1
Botrytis_cinerea@Seq_10150	1
Botrytis_cinerea@Seq_14795	1
Botrytis_cinerea@Seq_245	1
Botrytis_cinerea@Seq_2588	1
Botrytis_cinerea@Seq_8752	1
Coccidioides_immitis@Seq_613	1
Fusarium_graminearum@Seq_3888	1
Komagataella_pastoris@Seq_2122	1
Lipomyces_starkeyi@Seq_2565	1
Neurospora_crassa@Seq_4768	1
Neurospora_crassa@Seq_487	1
Neurospora_crassa@Seq_7376	1
Sclerotinia_sclerotiorum@Seq_11658	1
Sclerotinia_sclerotiorum@Seq_11671	1
Sclerotinia_sclerotiorum@Seq_13058	1
Sclerotinia_sclerotiorum@Seq_1717	1
Sclerotinia_sclerotiorum@Seq_2695	1
Sclerotinia_sclerotiorum@Seq_6876	1
Spathaspora_gorwiae@Seq_1395	1
Spathaspora_hagerdaliae@Seq_4115	1
Spathaspora_hagerdaliae@Seq_6215	1
Stagonospora_nodorum@Seq_122	1
Stagonospora_nodorum@Seq_1743	1
Stagonospora_nodorum@Seq_7230	1
Stagonospora_nodorum@Seq_9595	1
yHMPu5000034742_Lipomyces_suomiensis@Seq_4317	1
yHMPu5000035047_Barnettozyma_pratensis@Seq_5164	1
yHMPu5000035296_Priceomyces_carsonii@Seq_4312	1
yHMPu5000035335_Candida_blattae@Seq_1577	1
yHMPu5000035650_Trigonopsis_variabilis@Seq_2095	1
yHMPu5000035670_Phaffomyces_opuntiae@Seq_3723	1
yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709	1
Candida_orthopsilosis@Seq_2799	1
Candida_sojae@Seq_1603	1
Fusarium_graminearum@Seq_4961	1
Metschnikowia_arizonensis@Seq_4788	1
Metschnikowia_borealis@Seq_1334	1
Metschnikowia_borealis@Seq_3122	1
Metschnikowia_ipomoeae@Seq_5077	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_12460	1
yHMPu5000034665_Kodamaea_laetipori@Seq_1974	1
yHMPu5000034665_Kodamaea_laetipori@Seq_3839	1
yHMPu5000034670_Blastobotrys_proliferans@Seq_3381	1
yHMPu5000034952_Citeromyces_siamensis@Seq_3768	1
yHMPu5000034952_Citeromyces_siamensis@Seq_5727	1
yHMPu5000034952_Citeromyces_siamensis@Seq_661	1
Lipomyces_starkeyi@Seq_8594	4
yHMPu5000034749_Lipomyces_mesembrius@Seq_1020	4
yHMPu5000034754_Lipomyces_arxii@Seq_8313	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_5795	3
yHMPu5000034761_Lipomyces_lipofer@Seq_2576	4
Arthrobotrys_oligospora@Seq_10358	1
Arthrobotrys_oligospora@Seq_2097	1
Arthrobotrys_oligospora@Seq_4906	1
Arthrobotrys_oligospora@Seq_5152	1
Aspergillus_nidulans@Seq_1230	1
Aspergillus_nidulans@Seq_1570	2
Aspergillus_nidulans@Seq_175	3
Aspergillus_nidulans@Seq_1800	1
Aspergillus_nidulans@Seq_2025	1
Aspergillus_nidulans@Seq_234	1
Aspergillus_nidulans@Seq_2922	7
Aspergillus_nidulans@Seq_442	1
Aspergillus_nidulans@Seq_658	1
Aspergillus_nidulans@Seq_6682	1
Aspergillus_nidulans@Seq_6909	1
Aspergillus_nidulans@Seq_6933	1
Aspergillus_nidulans@Seq_7408	2
Aspergillus_nidulans@Seq_7599	4
Aspergillus_nidulans@Seq_8064	3
Aspergillus_nidulans@Seq_8812	1
Aspergillus_nidulans@Seq_9433	1
Aspergillus_nidulans@Seq_9654	1
Botrytis_cinerea@Seq_13280	3
Botrytis_cinerea@Seq_2714	1
Botrytis_cinerea@Seq_3452	1
Botrytis_cinerea@Seq_6019	1
Botrytis_cinerea@Seq_9681	3
Coccidioides_immitis@Seq_3773	2
